work_order_id,case_id,created_datetime,completed_datetime,campus_key,team_key,category,contractor_name,response_business_hours,completion_business_hours,on_time_flag,rework_flag,contractor_cost_aud,synthetic_label
WO-00776,CASE-003158,2025-07-14 14:35:00,2025-07-15 21:38:00,2,9,Study spaces,Learning Spaces Technical,3.47,20.7,1,0,411.0,Synthetic demonstration data — not actual University of Sydney results
WO-00777,CASE-017712,2025-04-23 10:39:00,2025-04-24 01:51:27,1,8,Teaching room equipment,Learning Spaces Technical,5.26,10.14,1,0,419.38,Synthetic demonstration data — not actual University of Sydney results
WO-00778,CASE-011681,2026-05-07 16:51:00,2026-05-08 06:14:53,3,10,Accessibility,Learning Spaces Technical,2.76,8.93,1,0,362.39,Synthetic demonstration data — not actual University of Sydney results
WO-00779,CASE-001667,2024-11-01 12:00:00,2024-11-02 04:27:26,1,9,Cleanliness,Learning Spaces Technical,5.41,10.97,1,0,1140.31,Synthetic demonstration data — not actual University of Sydney results
WO-00780,CASE-001404,2025-06-23 11:49:00,2025-06-24 20:44:40,1,8,Teaching room equipment,CampusWorks Services,2.49,21.95,1,0,943.52,Synthetic demonstration data — not actual University of Sydney results
WO-00781,CASE-004798,2025-06-04 16:30:00,2025-06-07 17:54:19,1,10,Accessibility,Learning Spaces Technical,5.18,48.94,1,0,275.17,Synthetic demonstration data — not actual University of Sydney results
WO-00782,CASE-002518,2025-03-19 17:38:00,2025-03-22 18:31:03,1,9,Study spaces,CampusWorks Services,18.88,48.59,1,0,571.78,Synthetic demonstration data — not actual University of Sydney results
WO-00783,CASE-010630,2024-10-08 17:57:00,2024-10-09 19:43:25,1,9,Study spaces,Learning Spaces Technical,16.18,17.18,1,0,783.6,Synthetic demonstration data — not actual University of Sydney results
WO-00784,CASE-014928,2026-08-06 14:29:00,2026-08-07 17:33:26,1,10,Accessibility,CampusWorks Services,2.47,18.05,1,0,578.24,Synthetic demonstration data — not actual University of Sydney results
WO-00785,CASE-010354,2025-02-12 20:16:00,2025-02-13 13:51:04,1,10,Accessibility,CampusWorks Services,7.6,11.72,1,0,73.34,Synthetic demonstration data — not actual University of Sydney results
WO-00786,CASE-005334,2025-02-26 11:57:00,2025-02-27 06:29:05,1,9,Security and lighting,Metro Building Care,3.51,12.36,1,0,1552.43,Synthetic demonstration data — not actual University of Sydney results
WO-00787,CASE-002878,2024-10-15 18:42:00,2024-10-16 10:52:38,1,9,Study spaces,Learning Spaces Technical,9.78,10.78,0,0,114.71,Synthetic demonstration data — not actual University of Sydney results
WO-00788,CASE-016864,2024-09-11 12:27:00,2024-09-12 17:29:21,3,9,Cleanliness,Learning Spaces Technical,2.4,19.36,1,0,265.96,Synthetic demonstration data — not actual University of Sydney results
WO-00789,CASE-002287,2025-04-21 15:35:00,2025-04-22 18:20:32,3,9,Security and lighting,Metro Building Care,2.92,17.84,1,0,369.27,Synthetic demonstration data — not actual University of Sydney results
WO-00790,CASE-007309,2026-06-08 09:32:00,2026-06-08 21:11:33,1,9,Security and lighting,CampusWorks Services,1.71,7.77,1,1,182.49,Synthetic demonstration data — not actual University of Sydney results
WO-00791,CASE-016746,2026-01-06 16:13:00,2026-01-07 21:14:38,1,9,HVAC and temperature,CampusWorks Services,5.7,19.35,1,0,182.96,Synthetic demonstration data — not actual University of Sydney results
WO-00792,CASE-014589,2026-01-08 15:26:00,2026-01-09 21:11:23,1,9,Security and lighting,CampusWorks Services,5.38,19.84,1,0,465.76,Synthetic demonstration data — not actual University of Sydney results
WO-00793,CASE-003227,2026-02-03 11:47:00,2026-02-04 07:42:57,3,9,HVAC and temperature,Metro Building Care,4.44,13.29,1,0,151.42,Synthetic demonstration data — not actual University of Sydney results
WO-00794,CASE-005935,2025-03-03 13:53:00,2025-03-05 04:48:34,2,9,HVAC and temperature,CampusWorks Services,3.48,25.95,0,0,373.36,Synthetic demonstration data — not actual University of Sydney results
WO-00795,CASE-009103,2026-01-22 09:53:00,2026-01-22 22:07:49,1,8,Teaching room equipment,Learning Spaces Technical,5.17,8.16,1,0,245.54,Synthetic demonstration data — not actual University of Sydney results
WO-00796,CASE-009403,2026-07-20 17:17:00,2026-07-22 01:53:14,1,9,Cleanliness,CampusWorks Services,1.23,21.74,1,0,172.08,Synthetic demonstration data — not actual University of Sydney results
WO-00797,CASE-010760,2025-03-17 11:25:00,2025-03-19 01:25:36,2,9,HVAC and temperature,Metro Building Care,5.5,25.34,1,0,371.5,Synthetic demonstration data — not actual University of Sydney results
WO-00798,CASE-013621,2026-02-11 16:50:00,2026-02-14 20:38:55,2,10,Accessibility,Learning Spaces Technical,5.52,50.54,1,0,134.18,Synthetic demonstration data — not actual University of Sydney results
WO-00799,CASE-014934,2025-05-02 16:41:00,2025-05-04 09:51:57,2,9,Cleanliness,Learning Spaces Technical,1.48,27.46,1,0,119.84,Synthetic demonstration data — not actual University of Sydney results
WO-00800,CASE-013922,2024-11-19 16:20:00,2024-11-22 01:16:20,1,9,Study spaces,CampusWorks Services,14.87,37.96,1,0,321.2,Synthetic demonstration data — not actual University of Sydney results
WO-00801,CASE-003086,2026-03-22 12:48:00,2026-03-25 05:33:18,1,9,HVAC and temperature,CampusWorks Services,6.53,43.17,1,0,126.0,Synthetic demonstration data — not actual University of Sydney results
WO-00802,CASE-010402,2026-01-03 12:18:00,2026-01-06 02:47:25,1,9,HVAC and temperature,Metro Building Care,7.65,41.66,0,0,172.03,Synthetic demonstration data — not actual University of Sydney results
WO-00803,CASE-010080,2025-11-28 11:09:00,2025-11-29 07:42:08,1,9,Cleanliness,Learning Spaces Technical,5.31,13.7,1,0,57.2,Synthetic demonstration data — not actual University of Sydney results
WO-00804,CASE-002024,2025-05-01 14:29:00,2025-05-04 03:32:38,1,10,Accessibility,Learning Spaces Technical,7.32,40.71,1,0,551.54,Synthetic demonstration data — not actual University of Sydney results
WO-00805,CASE-014638,2024-12-06 10:18:00,2024-12-07 11:35:03,1,9,Study spaces,Learning Spaces Technical,15.86,16.86,0,0,202.87,Synthetic demonstration data — not actual University of Sydney results
WO-00806,CASE-010804,2026-06-04 17:20:00,2026-06-06 07:56:03,1,9,Cleanliness,CampusWorks Services,3.72,25.73,1,0,328.45,Synthetic demonstration data — not actual University of Sydney results
WO-00807,CASE-000484,2026-02-26 16:28:00,2026-02-27 15:37:51,1,9,Cleanliness,Learning Spaces Technical,14.44,15.44,1,0,128.8,Synthetic demonstration data — not actual University of Sydney results
WO-00808,CASE-016048,2025-11-16 12:43:00,2025-11-18 04:08:59,1,8,Teaching room equipment,Metro Building Care,2.09,26.29,1,0,309.9,Synthetic demonstration data — not actual University of Sydney results
WO-00809,CASE-002664,2025-05-27 08:21:00,2025-05-29 04:05:47,1,9,HVAC and temperature,Metro Building Care,9.19,29.16,1,1,544.38,Synthetic demonstration data — not actual University of Sydney results
WO-00810,CASE-003074,2025-03-03 14:22:00,2025-03-04 21:12:26,1,9,HVAC and temperature,Metro Building Care,16.95,20.56,1,0,243.49,Synthetic demonstration data — not actual University of Sydney results
WO-00811,CASE-002581,2025-06-21 13:44:00,2025-06-26 21:58:36,1,9,Study spaces,Learning Spaces Technical,5.75,85.5,1,0,493.76,Synthetic demonstration data — not actual University of Sydney results
WO-00812,CASE-001068,2025-04-29 14:24:00,2025-04-30 02:27:09,1,9,Cleanliness,CampusWorks Services,7.04,8.04,1,0,334.93,Synthetic demonstration data — not actual University of Sydney results
WO-00813,CASE-008850,2025-02-26 08:21:00,2025-02-28 05:34:06,1,9,Cleanliness,Metro Building Care,3.2,30.15,0,0,462.41,Synthetic demonstration data — not actual University of Sydney results
WO-00814,CASE-007017,2026-03-16 12:44:00,2026-03-17 13:52:52,1,9,Security and lighting,Metro Building Care,10.22,16.77,1,0,198.2,Synthetic demonstration data — not actual University of Sydney results
WO-00815,CASE-005276,2025-06-05 16:32:00,2025-06-06 13:57:42,1,8,Teaching room equipment,CampusWorks Services,13.29,14.29,1,0,88.69,Synthetic demonstration data — not actual University of Sydney results
WO-00816,CASE-010863,2025-10-22 12:04:00,2025-10-23 04:42:45,2,9,HVAC and temperature,Metro Building Care,3.98,11.1,1,0,437.0,Synthetic demonstration data — not actual University of Sydney results
WO-00817,CASE-004640,2025-11-30 11:10:00,2025-12-02 01:33:59,1,10,Accessibility,Learning Spaces Technical,7.33,25.6,1,0,445.13,Synthetic demonstration data — not actual University of Sydney results
WO-00818,CASE-005453,2025-04-10 17:00:00,2025-04-12 09:59:59,1,9,Security and lighting,Metro Building Care,10.98,27.33,0,1,187.42,Synthetic demonstration data — not actual University of Sydney results
WO-00819,CASE-015900,2025-09-18 19:27:00,2025-09-19 22:57:01,1,9,HVAC and temperature,CampusWorks Services,3.47,18.33,0,0,173.75,Synthetic demonstration data — not actual University of Sydney results
WO-00820,CASE-011557,2024-12-19 13:43:00,2024-12-20 04:06:15,1,10,Accessibility,CampusWorks Services,3.67,9.59,1,0,93.31,Synthetic demonstration data — not actual University of Sydney results
WO-00821,CASE-007157,2025-07-19 15:42:00,2025-07-23 01:58:39,1,10,Accessibility,Metro Building Care,3.99,54.85,1,0,227.54,Synthetic demonstration data — not actual University of Sydney results
WO-00822,CASE-010112,2025-02-16 09:53:00,2025-02-19 20:02:57,1,9,Cleanliness,Metro Building Care,2.03,54.78,1,1,275.41,Synthetic demonstration data — not actual University of Sydney results
WO-00823,CASE-001505,2026-02-02 08:12:00,2026-02-05 00:52:53,1,9,HVAC and temperature,Metro Building Care,4.08,43.12,1,0,236.41,Synthetic demonstration data — not actual University of Sydney results
WO-00824,CASE-013704,2025-02-10 13:12:00,2025-02-12 12:18:20,1,9,Security and lighting,CampusWorks Services,2.41,31.4,1,0,316.55,Synthetic demonstration data — not actual University of Sydney results
WO-00825,CASE-012687,2026-03-14 17:28:00,2026-03-17 05:35:30,1,9,Study spaces,Metro Building Care,8.02,40.08,1,1,110.28,Synthetic demonstration data — not actual University of Sydney results
WO-00826,CASE-004980,2026-06-14 13:08:00,2026-06-17 13:18:04,1,9,Study spaces,Learning Spaces Technical,4.15,48.11,0,0,107.26,Synthetic demonstration data — not actual University of Sydney results
WO-00827,CASE-004777,2026-03-19 11:35:00,2026-03-20 13:21:28,1,9,Cleanliness,CampusWorks Services,4.48,17.18,1,0,211.27,Synthetic demonstration data — not actual University of Sydney results
WO-00828,CASE-000080,2024-11-18 14:17:00,2024-11-19 17:07:43,2,10,Accessibility,Learning Spaces Technical,5.61,17.9,1,0,285.71,Synthetic demonstration data — not actual University of Sydney results
WO-00829,CASE-004194,2026-06-01 19:30:00,2026-06-03 19:35:23,1,8,Teaching room equipment,CampusWorks Services,9.92,32.06,1,0,263.69,Synthetic demonstration data — not actual University of Sydney results
WO-00830,CASE-011463,2025-06-09 10:12:00,2025-06-11 02:15:39,2,9,Security and lighting,Learning Spaces Technical,3.19,26.71,1,0,824.14,Synthetic demonstration data — not actual University of Sydney results
WO-00831,CASE-001434,2024-12-31 16:50:00,2025-01-01 01:56:14,2,9,Security and lighting,Learning Spaces Technical,3.24,6.07,1,0,159.68,Synthetic demonstration data — not actual University of Sydney results
WO-00832,CASE-002899,2024-09-27 15:00:00,2024-09-28 23:36:16,1,8,Teaching room equipment,Learning Spaces Technical,6.37,21.74,1,0,403.58,Synthetic demonstration data — not actual University of Sydney results
WO-00833,CASE-003838,2026-05-08 09:05:00,2026-05-09 21:06:49,2,9,Study spaces,Learning Spaces Technical,2.88,24.02,1,0,260.76,Synthetic demonstration data — not actual University of Sydney results
WO-00834,CASE-017851,2025-02-07 15:30:00,2025-02-10 19:37:57,1,9,HVAC and temperature,Metro Building Care,9.7,50.76,1,0,323.18,Synthetic demonstration data — not actual University of Sydney results
WO-00835,CASE-002847,2025-03-25 10:22:00,2025-03-27 22:56:42,1,9,Security and lighting,CampusWorks Services,3.53,40.39,1,0,437.17,Synthetic demonstration data — not actual University of Sydney results
WO-00836,CASE-003308,2025-10-15 16:28:00,2025-10-18 18:22:20,1,9,Cleanliness,Metro Building Care,3.28,49.27,1,0,315.44,Synthetic demonstration data — not actual University of Sydney results
WO-00837,CASE-014065,2025-01-07 12:51:00,2025-01-08 13:58:23,3,9,Security and lighting,Metro Building Care,9.64,16.75,0,0,713.02,Synthetic demonstration data — not actual University of Sydney results
WO-00838,CASE-004439,2025-10-10 13:25:00,2025-10-11 10:19:08,1,9,HVAC and temperature,CampusWorks Services,7.42,13.93,1,0,280.05,Synthetic demonstration data — not actual University of Sydney results
WO-00839,CASE-001371,2024-09-25 14:26:00,2024-09-27 03:33:15,1,9,HVAC and temperature,Learning Spaces Technical,3.64,24.75,1,0,154.46,Synthetic demonstration data — not actual University of Sydney results
WO-00840,CASE-001197,2025-01-22 15:02:00,2025-01-23 17:32:31,1,10,Accessibility,CampusWorks Services,3.07,17.67,1,0,711.15,Synthetic demonstration data — not actual University of Sydney results
WO-00841,CASE-004104,2024-12-20 19:20:00,2024-12-29 12:06:10,1,9,HVAC and temperature,CampusWorks Services,5.69,139.18,1,0,446.58,Synthetic demonstration data — not actual University of Sydney results
WO-00842,CASE-011295,2026-04-14 15:24:00,2026-04-15 11:07:49,2,9,HVAC and temperature,CampusWorks Services,3.41,13.15,1,0,282.17,Synthetic demonstration data — not actual University of Sydney results
WO-00843,CASE-009564,2026-01-22 10:25:00,2026-01-23 17:11:18,3,9,Study spaces,Learning Spaces Technical,3.13,20.51,1,0,386.5,Synthetic demonstration data — not actual University of Sydney results
WO-00844,CASE-016566,2025-10-01 13:34:00,2025-10-02 11:21:41,1,9,HVAC and temperature,Learning Spaces Technical,13.53,14.53,1,0,318.89,Synthetic demonstration data — not actual University of Sydney results
WO-00845,CASE-009410,2026-03-19 15:44:00,2026-03-21 11:36:22,1,9,HVAC and temperature,CampusWorks Services,2.95,29.25,0,0,109.32,Synthetic demonstration data — not actual University of Sydney results
WO-00846,CASE-005190,2026-06-18 20:37:00,2026-06-20 01:18:26,1,8,Teaching room equipment,CampusWorks Services,3.08,19.13,1,0,429.33,Synthetic demonstration data — not actual University of Sydney results
WO-00847,CASE-003463,2025-07-26 13:34:00,2025-07-29 11:40:13,2,9,HVAC and temperature,Learning Spaces Technical,2.5,46.74,0,0,788.83,Synthetic demonstration data — not actual University of Sydney results
WO-00848,CASE-006322,2025-01-06 10:27:00,2025-01-07 22:31:07,1,9,Study spaces,CampusWorks Services,4.24,24.05,1,1,525.08,Synthetic demonstration data — not actual University of Sydney results
WO-00849,CASE-013817,2026-01-06 18:22:00,2026-01-09 05:00:00,1,9,HVAC and temperature,Metro Building Care,4.7,39.09,1,1,838.4,Synthetic demonstration data — not actual University of Sydney results
WO-00850,CASE-004773,2026-04-23 17:42:00,2026-04-24 23:58:15,1,10,Accessibility,Learning Spaces Technical,3.6,20.18,0,0,199.86,Synthetic demonstration data — not actual University of Sydney results
WO-00851,CASE-012086,2025-08-16 19:01:00,2025-08-17 12:26:07,1,9,HVAC and temperature,Metro Building Care,5.15,11.61,1,0,140.52,Synthetic demonstration data — not actual University of Sydney results
WO-00852,CASE-012243,2026-07-24 15:18:00,2026-07-25 21:06:04,1,8,Teaching room equipment,Learning Spaces Technical,3.57,19.87,0,0,167.17,Synthetic demonstration data — not actual University of Sydney results
WO-00853,CASE-001917,2025-03-21 10:31:00,2025-03-24 12:21:25,1,9,HVAC and temperature,Metro Building Care,4.49,49.23,1,0,183.82,Synthetic demonstration data — not actual University of Sydney results
WO-00854,CASE-017067,2026-05-05 17:07:00,2026-05-06 20:10:50,2,9,Security and lighting,Metro Building Care,6.13,18.04,1,0,510.49,Synthetic demonstration data — not actual University of Sydney results
WO-00855,CASE-000569,2026-06-02 09:16:00,2026-06-03 15:09:15,1,9,Cleanliness,Learning Spaces Technical,2.04,19.93,0,0,154.02,Synthetic demonstration data — not actual University of Sydney results
WO-00856,CASE-007265,2026-04-14 16:11:00,2026-04-16 04:51:28,2,9,HVAC and temperature,Learning Spaces Technical,4.93,24.45,1,0,158.61,Synthetic demonstration data — not actual University of Sydney results
WO-00857,CASE-000520,2025-04-08 12:20:00,2025-04-09 20:21:16,1,8,Teaching room equipment,CampusWorks Services,6.37,21.35,1,0,59.51,Synthetic demonstration data — not actual University of Sydney results
WO-00858,CASE-012788,2025-01-07 12:41:00,2025-01-08 13:01:25,2,9,Study spaces,Learning Spaces Technical,9.88,16.23,1,0,232.51,Synthetic demonstration data — not actual University of Sydney results
WO-00859,CASE-009096,2026-05-19 13:16:00,2026-05-22 10:08:01,1,9,Study spaces,Learning Spaces Technical,5.53,45.91,1,0,148.15,Synthetic demonstration data — not actual University of Sydney results
WO-00860,CASE-010778,2025-09-25 13:23:00,2025-09-26 22:20:51,3,10,Accessibility,Learning Spaces Technical,4.87,21.98,1,0,961.98,Synthetic demonstration data — not actual University of Sydney results
WO-00861,CASE-005049,2025-04-09 11:25:00,2025-04-11 22:35:33,1,9,Cleanliness,CampusWorks Services,15.7,39.45,1,0,395.96,Synthetic demonstration data — not actual University of Sydney results
WO-00862,CASE-015536,2026-07-04 08:20:00,2026-07-05 20:10:53,3,9,Study spaces,CampusWorks Services,6.42,23.9,1,0,850.27,Synthetic demonstration data — not actual University of Sydney results
WO-00863,CASE-011388,2026-07-06 10:23:00,2026-07-08 04:11:51,1,9,HVAC and temperature,CampusWorks Services,3.45,27.88,0,0,406.67,Synthetic demonstration data — not actual University of Sydney results
WO-00864,CASE-006565,2025-05-23 12:33:00,2025-05-24 11:09:39,2,10,Accessibility,Learning Spaces Technical,13.52,15.07,1,0,396.79,Synthetic demonstration data — not actual University of Sydney results
WO-00865,CASE-010153,2025-03-17 11:33:00,2025-03-18 05:33:33,3,10,Accessibility,CampusWorks Services,3.06,12.01,1,0,116.09,Synthetic demonstration data — not actual University of Sydney results
WO-00866,CASE-009626,2025-04-26 13:59:00,2025-04-27 13:34:35,1,9,Study spaces,CampusWorks Services,11.22,15.73,1,0,102.4,Synthetic demonstration data — not actual University of Sydney results
WO-00867,CASE-005114,2025-03-11 15:33:00,2025-03-14 19:56:12,1,9,Study spaces,CampusWorks Services,1.55,50.92,1,0,356.78,Synthetic demonstration data — not actual University of Sydney results
WO-00868,CASE-012829,2024-10-31 09:12:00,2024-11-03 16:18:23,2,9,HVAC and temperature,Metro Building Care,2.98,52.74,1,0,764.74,Synthetic demonstration data — not actual University of Sydney results
WO-00869,CASE-001408,2026-06-06 17:31:00,2026-06-08 14:21:29,1,9,Security and lighting,CampusWorks Services,4.17,29.89,1,0,223.23,Synthetic demonstration data — not actual University of Sydney results
WO-00870,CASE-016974,2024-09-03 16:30:00,2024-09-04 22:07:35,1,8,Teaching room equipment,Metro Building Care,6.25,19.75,0,0,164.17,Synthetic demonstration data — not actual University of Sydney results
WO-00871,CASE-016732,2025-02-11 17:35:00,2025-02-14 16:52:57,1,9,Study spaces,CampusWorks Services,5.11,47.53,1,0,837.86,Synthetic demonstration data — not actual University of Sydney results
WO-00872,CASE-002027,2026-05-15 18:47:00,2026-05-17 07:29:48,1,9,Cleanliness,CampusWorks Services,5.84,24.48,1,0,473.16,Synthetic demonstration data — not actual University of Sydney results
WO-00873,CASE-009927,2025-03-06 12:50:00,2025-03-08 02:38:01,1,9,Study spaces,CampusWorks Services,6.8,25.2,0,0,366.9,Synthetic demonstration data — not actual University of Sydney results
WO-00874,CASE-000550,2026-04-21 11:08:00,2026-04-23 10:54:38,1,9,Cleanliness,CampusWorks Services,5.51,31.85,1,0,582.43,Synthetic demonstration data — not actual University of Sydney results
WO-00875,CASE-011744,2026-03-30 14:01:00,2026-03-31 15:55:16,3,9,Security and lighting,Learning Spaces Technical,0.6,17.27,1,0,53.05,Synthetic demonstration data — not actual University of Sydney results
WO-00876,CASE-001729,2025-10-16 15:47:00,2025-10-17 09:44:18,3,9,HVAC and temperature,CampusWorks Services,6.11,11.97,1,0,222.87,Synthetic demonstration data — not actual University of Sydney results
WO-00877,CASE-001974,2026-08-01 12:48:00,2026-08-02 17:03:40,3,9,Study spaces,Learning Spaces Technical,2.03,18.84,1,0,179.32,Synthetic demonstration data — not actual University of Sydney results
WO-00878,CASE-014323,2025-07-17 16:03:00,2025-07-23 16:05:04,1,9,HVAC and temperature,Learning Spaces Technical,11.34,96.02,1,0,185.46,Synthetic demonstration data — not actual University of Sydney results
WO-00879,CASE-005996,2025-09-26 08:32:00,2025-09-27 06:57:53,1,9,HVAC and temperature,Learning Spaces Technical,9.62,14.95,1,1,160.49,Synthetic demonstration data — not actual University of Sydney results
WO-00880,CASE-006110,2024-09-09 16:42:00,2024-09-10 19:19:57,1,9,Security and lighting,Metro Building Care,3.57,17.76,1,0,154.82,Synthetic demonstration data — not actual University of Sydney results
WO-00881,CASE-005605,2026-05-14 13:42:00,2026-05-18 11:31:15,1,9,HVAC and temperature,CampusWorks Services,5.28,62.55,1,0,414.38,Synthetic demonstration data — not actual University of Sydney results
WO-00882,CASE-004139,2026-05-20 12:17:00,2026-05-20 21:15:46,1,8,Teaching room equipment,CampusWorks Services,3.7,5.99,1,0,541.52,Synthetic demonstration data — not actual University of Sydney results
WO-00883,CASE-016999,2025-08-18 17:32:00,2025-08-19 11:53:59,2,9,Cleanliness,Learning Spaces Technical,8.18,12.24,1,0,278.98,Synthetic demonstration data — not actual University of Sydney results
WO-00884,CASE-009635,2025-05-15 18:09:00,2025-05-17 01:35:16,2,10,Accessibility,Learning Spaces Technical,5.66,20.96,1,1,342.73,Synthetic demonstration data — not actual University of Sydney results
WO-00885,CASE-008844,2026-07-09 12:54:00,2026-07-10 06:04:49,1,9,Cleanliness,Metro Building Care,3.52,11.45,1,0,314.46,Synthetic demonstration data — not actual University of Sydney results
WO-00886,CASE-014247,2024-10-22 14:55:00,2024-10-24 11:02:26,1,9,Security and lighting,Metro Building Care,5.58,29.42,1,0,908.89,Synthetic demonstration data — not actual University of Sydney results
WO-00887,CASE-012713,2025-02-26 12:22:00,2025-02-27 14:21:29,1,8,Teaching room equipment,Learning Spaces Technical,5.15,17.33,1,0,470.87,Synthetic demonstration data — not actual University of Sydney results
WO-00888,CASE-013545,2025-03-21 08:25:00,2025-03-28 08:15:04,1,9,HVAC and temperature,Metro Building Care,11.29,111.89,1,0,490.59,Synthetic demonstration data — not actual University of Sydney results
WO-00889,CASE-012374,2025-05-02 16:47:00,2025-05-03 22:11:36,3,9,Security and lighting,Learning Spaces Technical,1.93,19.61,1,1,66.17,Synthetic demonstration data — not actual University of Sydney results
WO-00890,CASE-001337,2026-05-22 14:43:00,2026-05-23 03:41:20,1,9,Security and lighting,Metro Building Care,3.05,8.65,0,0,215.06,Synthetic demonstration data — not actual University of Sydney results
WO-00891,CASE-010348,2026-05-14 18:32:00,2026-05-16 13:48:54,2,9,Security and lighting,Learning Spaces Technical,4.58,28.85,1,0,316.78,Synthetic demonstration data — not actual University of Sydney results
WO-00892,CASE-005570,2025-07-08 17:40:00,2025-07-09 06:05:37,3,8,Teaching room equipment,CampusWorks Services,6.54,8.28,1,0,171.33,Synthetic demonstration data — not actual University of Sydney results
WO-00893,CASE-007314,2025-05-15 18:15:00,2025-05-16 09:36:39,3,10,Accessibility,Metro Building Care,2.53,10.24,1,0,1180.07,Synthetic demonstration data — not actual University of Sydney results
WO-00894,CASE-012153,2026-01-28 16:47:00,2026-01-29 11:11:41,3,10,Accessibility,Metro Building Care,2.59,12.27,1,0,162.31,Synthetic demonstration data — not actual University of Sydney results
WO-00895,CASE-002367,2025-05-04 14:43:00,2025-05-09 00:51:53,1,9,Study spaces,Learning Spaces Technical,15.07,70.77,0,0,500.8,Synthetic demonstration data — not actual University of Sydney results
WO-00896,CASE-010652,2025-11-10 11:03:00,2025-11-11 01:09:33,1,10,Accessibility,Metro Building Care,1.59,9.41,1,0,176.17,Synthetic demonstration data — not actual University of Sydney results
WO-00897,CASE-016174,2025-05-29 14:45:00,2025-06-02 10:29:08,1,9,Study spaces,CampusWorks Services,19.19,61.16,1,0,208.88,Synthetic demonstration data — not actual University of Sydney results
WO-00898,CASE-009654,2025-08-07 09:15:00,2025-08-09 22:37:31,1,9,HVAC and temperature,CampusWorks Services,12.33,40.92,1,0,160.94,Synthetic demonstration data — not actual University of Sydney results
WO-00899,CASE-012389,2026-03-03 16:25:00,2026-03-04 20:12:45,3,9,Study spaces,Metro Building Care,2.88,18.53,1,0,212.53,Synthetic demonstration data — not actual University of Sydney results
WO-00900,CASE-006147,2025-12-09 14:27:00,2025-12-10 21:14:09,2,8,Teaching room equipment,CampusWorks Services,6.71,20.52,1,0,402.47,Synthetic demonstration data — not actual University of Sydney results
WO-00901,CASE-000384,2025-07-28 08:39:00,2025-07-30 20:14:36,2,9,Security and lighting,Metro Building Care,2.52,39.73,1,0,739.19,Synthetic demonstration data — not actual University of Sydney results
WO-00902,CASE-002793,2025-01-20 10:42:00,2025-01-22 16:06:43,3,8,Teaching room equipment,Metro Building Care,2.81,35.61,1,0,995.45,Synthetic demonstration data — not actual University of Sydney results
WO-00903,CASE-012388,2025-08-01 15:02:00,2025-08-03 06:43:10,1,10,Accessibility,Metro Building Care,25.46,26.46,1,1,456.51,Synthetic demonstration data — not actual University of Sydney results
WO-00904,CASE-007511,2024-09-11 15:30:00,2024-09-12 17:50:43,1,9,Security and lighting,CampusWorks Services,6.4,17.56,1,0,256.27,Synthetic demonstration data — not actual University of Sydney results
WO-00905,CASE-006343,2025-09-07 08:41:00,2025-09-08 05:18:39,1,10,Accessibility,Metro Building Care,8.15,13.75,1,0,292.78,Synthetic demonstration data — not actual University of Sydney results
WO-00906,CASE-007022,2025-01-01 15:51:00,2025-01-03 18:46:21,2,9,HVAC and temperature,Learning Spaces Technical,3.84,33.95,1,0,239.13,Synthetic demonstration data — not actual University of Sydney results
WO-00907,CASE-001794,2026-05-21 13:08:00,2026-05-29 09:27:19,1,9,HVAC and temperature,Metro Building Care,8.44,125.55,1,0,401.7,Synthetic demonstration data — not actual University of Sydney results
WO-00908,CASE-009476,2025-08-04 10:11:00,2025-08-04 23:59:18,2,9,HVAC and temperature,Metro Building Care,7.55,9.2,1,0,214.46,Synthetic demonstration data — not actual University of Sydney results
WO-00909,CASE-014319,2024-09-19 15:28:00,2024-09-20 21:01:06,1,10,Accessibility,Metro Building Care,3.67,19.7,0,0,94.29,Synthetic demonstration data — not actual University of Sydney results
WO-00910,CASE-007006,2026-07-24 20:37:00,2026-07-27 02:16:11,1,9,Study spaces,Metro Building Care,7.67,35.77,1,0,681.15,Synthetic demonstration data — not actual University of Sydney results
WO-00911,CASE-015603,2024-12-31 19:52:00,2025-01-01 09:39:12,1,9,Security and lighting,CampusWorks Services,2.67,9.19,0,0,419.97,Synthetic demonstration data — not actual University of Sydney results
WO-00912,CASE-001532,2026-05-29 13:24:00,2026-06-01 16:11:19,1,9,Security and lighting,Metro Building Care,4.78,49.86,1,0,147.33,Synthetic demonstration data — not actual University of Sydney results
WO-00913,CASE-003650,2026-08-10 10:06:00,2026-08-13 17:33:13,1,9,Study spaces,Learning Spaces Technical,9.94,52.97,1,0,142.29,Synthetic demonstration data — not actual University of Sydney results
WO-00914,CASE-015920,2026-07-14 09:00:00,2026-07-15 18:39:04,1,9,Cleanliness,Learning Spaces Technical,6.8,22.43,1,0,316.72,Synthetic demonstration data — not actual University of Sydney results
WO-00915,CASE-001646,2025-02-25 08:26:00,2025-03-05 01:14:46,1,9,HVAC and temperature,CampusWorks Services,9.44,123.21,0,1,390.32,Synthetic demonstration data — not actual University of Sydney results
WO-00916,CASE-004067,2025-07-21 15:47:00,2025-07-22 14:13:09,1,9,Security and lighting,Learning Spaces Technical,3.13,14.96,1,0,130.54,Synthetic demonstration data — not actual University of Sydney results
WO-00917,CASE-010324,2026-02-27 10:58:00,2026-03-01 03:27:52,2,9,Cleanliness,Metro Building Care,3.23,27.0,1,0,467.15,Synthetic demonstration data — not actual University of Sydney results
