week_start,week_date_key,team_key,service_key,fte_available,absence_rate,staffed_hours,cases_received,required_handle_hours,forecast_handle_hours,capacity_gap_hours,capacity_gap_pct,synthetic_label
2025-05-05 00:00:00,20250505,2,1,1.89,0.0651,48.36,16,25.56,27.25,-22.8,-0.4714,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,3,1,1.9,0.0515,49.26,16,19.14,20.26,-30.12,-0.6115,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,4,1,1.9,0.0494,49.51,24,28.92,30.37,-20.59,-0.4158,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,5,2,1.87,0.0554,48.34,34,37.88,36.98,-10.46,-0.2164,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,6,2,2.23,0.0199,59.75,6,8.18,8.07,-51.57,-0.8631,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,7,2,2.0,0.0363,52.71,6,6.48,5.93,-46.23,-0.8771,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,8,3,1.47,0.0502,38.28,1,0.6,0.62,-37.68,-0.9843,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,9,3,1.41,0.0235,37.7,19,22.57,23.16,-15.13,-0.4013,Synthetic demonstration data — not actual University of Sydney results
2025-05-05 00:00:00,20250505,10,3,1.67,0.0392,43.89,4,6.48,6.69,-37.41,-0.8524,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,1,1,1.77,0.0488,46.01,9,12.06,12.15,-33.95,-0.7379,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,2,1,1.7,0.0655,43.4,15,20.58,21.93,-22.82,-0.5258,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,3,1,1.98,0.0609,50.84,19,19.48,18.76,-31.36,-0.6169,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,4,1,1.95,0.0586,50.23,20,25.14,23.16,-25.09,-0.4995,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,5,2,1.86,0.1013,45.64,41,44.75,47.91,-0.89,-0.0195,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,6,2,2.1,0.0997,51.67,6,7.56,7.9,-44.11,-0.8537,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,7,2,1.89,0.0578,48.73,6,8.36,8.16,-40.37,-0.8284,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,8,3,1.36,0.084,34.12,3,3.22,3.21,-30.9,-0.9056,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,9,3,1.57,0.0905,39.14,23,26.45,24.77,-12.69,-0.3242,Synthetic demonstration data — not actual University of Sydney results
2025-05-12 00:00:00,20250512,10,3,1.6,0.0834,40.14,6,5.83,6.17,-34.31,-0.8548,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,1,1,1.73,0.0219,46.43,20,28.5,26.35,-17.93,-0.3862,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,2,1,1.98,0.0383,52.06,12,16.53,17.85,-35.53,-0.6825,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,3,1,2.03,0.0411,53.18,20,21.64,19.79,-31.54,-0.5931,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,4,1,1.75,0.0615,44.86,26,33.88,35.45,-10.98,-0.2448,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,5,2,1.93,0.0212,51.58,23,24.57,26.21,-27.01,-0.5236,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,6,2,2.01,0.0963,49.68,5,5.72,5.72,-43.96,-0.8849,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,7,2,2.11,0.0692,53.64,9,11.38,11.12,-42.26,-0.7879,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,8,3,1.61,0.0589,41.58,1,0.55,0.58,-41.03,-0.9868,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,9,3,1.64,0.0876,41.05,16,17.66,18.11,-23.39,-0.5698,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,10,3,1.65,0.0968,40.82,4,4.09,4.14,-36.73,-0.8998,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,1,1,1.7,0.0221,45.38,15,19.65,19.17,-25.73,-0.567,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,2,1,1.9,0.1018,46.62,9,10.24,10.58,-36.38,-0.7804,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,3,1,2.0,0.0592,51.52,28,34.59,36.63,-16.93,-0.3286,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,4,1,1.7,0.0477,44.31,30,32.85,34.12,-11.46,-0.2587,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,5,2,1.92,0.0589,49.45,31,35.5,35.38,-13.95,-0.2822,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,6,2,2.06,0.0358,54.44,5,5.63,5.32,-48.81,-0.8966,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,7,2,1.92,0.01,51.9,5,6.74,6.45,-45.16,-0.8701,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,8,3,1.53,0.0512,39.63,1,0.79,0.79,-38.84,-0.9801,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,9,3,1.63,0.0589,41.95,33,40.8,37.28,-1.15,-0.0275,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,10,3,1.68,0.0506,43.57,1,0.57,0.55,-43.0,-0.9869,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,1,1,1.97,0.0734,50.04,11,14.27,13.64,-35.77,-0.7148,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,2,1,1.99,0.0237,53.2,15,24.32,22.72,-28.88,-0.5429,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,3,1,2.07,0.01,56.14,10,10.17,10.77,-45.97,-0.8189,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,4,1,1.75,0.0399,45.85,33,42.07,41.23,-3.78,-0.0825,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,5,2,2.22,0.0453,58.05,34,39.28,37.02,-18.77,-0.3233,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,6,2,1.94,0.0797,48.86,8,11.15,10.65,-37.71,-0.7718,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,7,2,2.03,0.0351,53.51,8,7.75,7.62,-45.76,-0.8552,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,8,3,1.51,0.0636,38.62,3,2.8,2.78,-35.82,-0.9275,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,9,3,1.6,0.051,41.56,24,31.11,28.78,-10.45,-0.2515,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,10,3,1.49,0.0387,39.3,5,5.26,4.93,-34.04,-0.8662,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,1,1,1.87,0.0682,47.73,15,18.45,19.87,-29.28,-0.6135,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,2,1,1.87,0.01,50.73,15,20.0,19.46,-30.73,-0.6058,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,3,1,1.71,0.074,43.24,10,11.64,11.98,-31.6,-0.7308,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,4,1,2.05,0.049,53.46,30,33.99,36.09,-19.47,-0.3642,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,5,2,2.05,0.1094,49.97,35,38.95,41.95,-11.02,-0.2205,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,6,2,2.06,0.0889,51.29,7,9.46,9.29,-41.83,-0.8156,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,7,2,2.1,0.045,54.97,5,5.87,6.18,-49.1,-0.8932,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,8,3,1.39,0.058,35.71,6,5.73,5.36,-29.98,-0.8395,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,9,3,1.48,0.1103,36.08,26,26.15,25.46,-9.93,-0.2752,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,10,3,1.62,0.0652,41.4,3,2.44,2.56,-38.96,-0.9411,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,1,1,1.95,0.0322,51.71,14,20.6,19.6,-31.11,-0.6016,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,2,1,1.93,0.0575,49.8,9,12.24,12.76,-37.56,-0.7542,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,3,1,2.04,0.1172,49.38,19,24.1,25.11,-25.28,-0.5119,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,4,1,2.0,0.0855,50.14,35,42.32,43.56,-7.82,-0.1559,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,5,2,1.97,0.1148,47.81,31,33.17,35.03,-14.64,-0.3062,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,6,2,2.06,0.0462,53.64,5,3.62,3.68,-50.02,-0.9325,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,7,2,2.07,0.0488,53.79,7,8.27,7.8,-45.52,-0.8463,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,8,3,1.63,0.0426,42.61,3,3.41,3.3,-39.2,-0.92,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,9,3,1.42,0.0773,35.87,19,22.82,23.78,-13.05,-0.3637,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,10,3,1.66,0.0412,43.46,6,6.63,7.02,-36.83,-0.8474,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,1,1,1.96,0.0481,51.09,17,19.88,21.27,-31.21,-0.6109,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,2,1,1.76,0.0466,46.0,19,24.03,23.32,-21.97,-0.4777,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,3,1,1.87,0.01,50.61,10,15.75,15.24,-34.86,-0.6888,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,4,1,1.7,0.0632,43.57,26,27.84,28.5,-15.73,-0.3611,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,5,2,1.93,0.0734,49.0,30,32.38,32.15,-16.62,-0.3391,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,6,2,2.01,0.0267,53.6,4,3.51,3.64,-50.09,-0.9345,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,7,2,2.09,0.0447,54.54,7,8.81,8.16,-45.73,-0.8385,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,8,3,1.56,0.0405,40.9,3,3.0,3.03,-37.9,-0.9267,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,9,3,1.38,0.0881,34.32,28,33.64,31.39,-0.68,-0.0199,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,10,3,1.35,0.0554,34.91,6,5.88,5.59,-29.03,-0.8316,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,1,1,1.82,0.0361,48.02,27,38.97,35.74,-9.05,-0.1885,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,2,1,2.1,0.0592,54.04,45,63.09,63.87,9.05,0.1675,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,3,1,1.73,0.0828,43.32,22,24.23,22.81,-19.09,-0.4407,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,4,1,1.81,0.1219,43.54,30,34.09,36.3,-9.45,-0.2171,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,5,2,1.83,0.0683,46.53,45,49.98,46.57,3.45,0.0742,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,6,2,2.14,0.0484,55.76,10,11.2,10.32,-44.56,-0.7991,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,7,2,2.2,0.0667,56.14,9,10.85,10.22,-45.29,-0.8067,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,8,3,1.62,0.0218,43.43,9,10.87,10.84,-32.56,-0.7497,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,9,3,1.41,0.0712,35.82,46,56.09,53.04,20.27,0.5658,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,10,3,1.64,0.0921,40.81,4,5.06,4.89,-35.75,-0.876,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,1,1,1.77,0.0955,39.45,35,45.07,45.89,5.62,0.1425,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,2,1,1.73,0.098,38.43,42,53.84,50.6,15.41,0.4009,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,3,1,2.1,0.0648,48.28,13,14.34,15.24,-33.94,-0.703,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,4,1,2.05,0.123,44.23,28,27.93,25.92,-16.3,-0.3686,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,5,2,1.95,0.1132,47.29,69,74.52,71.37,27.23,0.5758,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,6,2,2.12,0.1248,50.82,6,7.44,7.66,-43.38,-0.8536,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,7,2,2.11,0.1126,51.34,9,10.4,10.26,-40.94,-0.7974,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,8,3,1.4,0.0714,35.56,9,8.41,8.57,-27.15,-0.7635,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,9,3,1.46,0.0856,36.49,39,49.24,49.37,12.75,0.3496,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,10,3,1.45,0.1073,35.38,3,4.13,3.84,-31.25,-0.8833,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,1,1,1.75,0.0414,41.39,25,33.11,30.83,-8.28,-0.2,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,2,1,1.91,0.1186,41.51,33,47.45,48.68,5.94,0.1431,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,3,1,1.73,0.1076,37.91,23,26.87,28.34,-11.04,-0.2913,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,4,1,2.01,0.0932,44.9,28,31.75,31.6,-13.15,-0.2928,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,5,2,1.95,0.0529,50.6,55,60.83,55.78,10.23,0.2021,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,6,2,1.96,0.0787,49.39,13,14.04,13.53,-35.35,-0.7157,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,7,2,2.11,0.0573,54.38,14,15.18,14.89,-39.2,-0.7209,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,8,3,1.41,0.0698,35.99,4,4.64,4.7,-31.35,-0.8711,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,9,3,1.58,0.1035,38.79,24,28.94,29.92,-9.85,-0.2539,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,10,3,1.52,0.0762,38.48,6,7.24,7.29,-31.24,-0.8118,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,1,1,1.75,0.1201,37.93,36,50.79,46.28,12.86,0.3392,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,2,1,1.89,0.0488,44.19,46,61.92,60.5,17.73,0.4013,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,3,1,1.79,0.0947,39.81,10,12.58,12.37,-27.23,-0.684,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,4,1,1.7,0.047,39.81,31,32.67,30.92,-7.14,-0.1794,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,5,2,1.89,0.1056,46.13,48,56.55,56.81,10.42,0.2259,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,6,2,1.98,0.0971,48.88,18,21.41,21.81,-27.47,-0.5619,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,7,2,2.02,0.0952,49.98,12,13.52,13.4,-36.46,-0.7295,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,8,3,1.5,0.0762,37.91,8,11.94,12.57,-25.97,-0.6851,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,9,3,1.4,0.0805,35.27,43,52.31,52.5,17.04,0.4832,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,10,3,1.41,0.1084,34.44,4,4.83,5.21,-29.61,-0.8598,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,1,1,1.72,0.1201,37.29,30,38.75,35.55,1.46,0.0391,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,2,1,2.09,0.094,46.58,51,70.71,68.81,24.13,0.5182,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,3,1,2.04,0.102,45.15,17,20.12,18.59,-25.03,-0.5543,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,4,1,1.71,0.1053,37.61,33,41.36,42.76,3.75,0.0997,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,5,2,2.04,0.0749,51.7,38,44.21,43.29,-7.49,-0.1449,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,6,2,2.17,0.084,54.42,12,12.56,12.86,-41.86,-0.7692,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,7,2,2.11,0.098,52.18,10,10.49,11.3,-41.69,-0.799,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,8,3,1.46,0.0757,36.85,8,8.45,8.34,-28.4,-0.7707,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,9,3,1.63,0.1112,39.71,33,40.01,37.62,0.3,0.0075,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,10,3,1.52,0.0871,37.87,7,8.19,7.7,-29.68,-0.7838,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,1,1,1.93,0.1166,42.02,27,35.54,35.54,-6.48,-0.1542,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,2,1,1.82,0.073,41.62,27,37.34,38.94,-4.28,-0.1029,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,3,1,1.94,0.1011,42.92,11,13.38,13.11,-29.54,-0.6882,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,4,1,1.91,0.1419,40.31,34,43.77,40.16,3.46,0.0857,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,5,2,2.01,0.0884,50.15,46,49.61,45.86,-0.54,-0.0107,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,6,2,1.86,0.0772,47.01,20,24.03,25.4,-22.98,-0.4888,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,7,2,2.09,0.1461,48.75,8,8.14,7.79,-40.61,-0.833,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,8,3,1.56,0.0576,40.21,5,7.71,7.24,-32.5,-0.8083,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,9,3,1.67,0.0976,41.24,32,39.07,41.38,-2.17,-0.0526,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,10,3,1.54,0.13,36.71,10,9.28,9.73,-27.43,-0.7472,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,1,1,2.03,0.0661,46.67,30,40.59,38.43,-6.08,-0.1303,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,2,1,1.97,0.0809,44.65,37,50.07,52.2,5.42,0.1215,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,3,1,1.84,0.0757,41.88,25,25.53,25.05,-16.35,-0.3904,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,4,1,1.77,0.075,40.26,28,30.11,31.71,-10.15,-0.2521,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,5,2,1.84,0.0894,45.92,48,57.13,55.95,11.21,0.2441,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,6,2,1.98,0.0946,48.99,12,15.86,14.88,-33.13,-0.6763,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,7,2,1.83,0.0485,47.53,11,11.22,11.18,-36.31,-0.7639,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,8,3,1.65,0.092,41.03,7,9.0,9.6,-32.03,-0.7806,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,9,3,1.51,0.0871,37.8,26,28.79,26.21,-9.01,-0.2384,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,10,3,1.62,0.072,41.17,7,8.81,8.71,-32.36,-0.786,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,1,1,1.89,0.0757,42.92,30,39.22,40.02,-3.7,-0.0862,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,2,1,1.96,0.1052,43.29,37,50.04,46.1,6.75,0.156,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,3,1,1.91,0.0979,42.4,18,22.34,20.55,-20.06,-0.4732,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,4,1,1.9,0.0592,44.05,26,28.51,26.57,-15.54,-0.3527,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,5,2,1.8,0.1187,43.5,46,48.58,45.88,5.08,0.1169,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,6,2,2.15,0.0902,53.46,11,12.97,12.91,-40.49,-0.7574,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,7,2,1.89,0.0751,47.88,12,13.94,14.18,-33.94,-0.7089,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,8,3,1.57,0.1049,38.42,6,4.58,4.19,-33.84,-0.8808,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,9,3,1.53,0.0717,38.82,29,37.89,37.33,-0.93,-0.0239,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,10,3,1.51,0.0708,38.37,7,6.55,6.77,-31.82,-0.8293,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,1,1,1.77,0.1009,39.12,29,39.3,41.49,0.18,0.0046,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,2,1,1.82,0.11,39.91,43,54.53,50.2,14.62,0.3663,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,3,1,1.75,0.0692,40.03,15,19.01,18.78,-21.02,-0.5251,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,4,1,1.93,0.0786,43.8,25,28.16,26.52,-15.64,-0.3571,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,5,2,2.1,0.0586,53.99,55,66.83,69.61,12.84,0.2379,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,6,2,2.15,0.1229,51.57,10,13.54,13.88,-38.03,-0.7374,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,7,2,1.91,0.1033,46.83,12,13.62,13.01,-33.21,-0.7092,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,8,3,1.36,0.1154,33.02,3,4.21,3.88,-28.81,-0.8725,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,9,3,1.53,0.1264,36.54,31,42.61,46.01,6.07,0.1662,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,10,3,1.54,0.0828,38.66,2,3.16,3.3,-35.5,-0.9183,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,1,1,1.75,0.0532,45.22,18,24.58,25.4,-20.64,-0.4565,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,2,1,1.89,0.0708,48.09,11,15.35,15.93,-32.74,-0.6808,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,3,1,1.91,0.0341,50.56,15,16.75,15.6,-33.81,-0.6687,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,4,1,1.72,0.0742,43.64,22,27.16,27.95,-16.48,-0.3777,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,5,2,1.92,0.0584,49.42,29,30.27,27.7,-19.15,-0.3874,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,6,2,2.04,0.0661,52.09,9,9.05,8.63,-43.04,-0.8263,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,7,2,1.83,0.0917,45.55,10,13.55,14.27,-32.0,-0.7025,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,8,3,1.46,0.0782,36.71,5,5.74,5.63,-30.97,-0.8437,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,9,3,1.6,0.0353,42.16,29,33.65,31.31,-8.51,-0.2019,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,10,3,1.59,0.0316,42.14,7,7.44,7.36,-34.7,-0.8234,Synthetic demonstration data — not actual University of Sydney results
2025-09-08 00:00:00,20250908,1,1,1.84,0.0349,48.59,8,11.55,11.94,-37.04,-0.7623,Synthetic demonstration data — not actual University of Sydney results
2025-09-08 00:00:00,20250908,2,1,1.79,0.1178,43.2,10,14.21,12.96,-28.99,-0.6711,Synthetic demonstration data — not actual University of Sydney results
