week_start,week_date_key,service_key,actual_cases,predicted_cases,lower_95_cases,upper_95_cases,predicted_handle_hours,typical_capacity_hours,predicted_capacity_gap_hours,record_type,model_version,forecast_generated_date,synthetic_label
2025-07-21 00:00:00,20250721,3,55.0,43.45,25.66,61.24,51.66,42.95,8.71,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,3,48.0,43.28,25.49,61.07,51.46,42.95,8.5,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,3,47.0,43.12,25.33,60.91,51.27,42.95,8.31,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,3,40.0,42.97,25.18,60.76,51.09,42.95,8.14,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,3,42.0,42.85,25.06,60.63,50.94,42.95,7.99,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,3,36.0,42.73,24.95,60.52,50.81,42.95,7.85,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,3,41.0,28.33,10.54,46.12,33.68,42.95,-9.28,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-08 00:00:00,20250908,3,34.0,28.26,10.47,46.05,33.6,42.95,-9.36,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-15 00:00:00,20250915,3,26.0,28.21,10.42,46.0,33.54,42.95,-9.41,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-22 00:00:00,20250922,3,36.0,28.19,10.4,45.98,33.52,42.95,-9.44,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-09-29 00:00:00,20250929,3,35.0,28.19,10.4,45.98,33.52,42.95,-9.43,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-06 00:00:00,20251006,3,27.0,28.22,10.43,46.01,33.55,42.95,-9.4,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-13 00:00:00,20251013,3,32.0,28.27,10.48,46.06,33.61,42.95,-9.34,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-20 00:00:00,20251020,3,21.0,28.34,10.55,46.13,33.7,42.95,-9.26,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-10-27 00:00:00,20251027,3,27.0,28.44,10.65,46.23,33.81,42.95,-9.14,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-03 00:00:00,20251103,3,28.0,28.56,10.77,46.35,33.95,42.95,-9.0,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-10 00:00:00,20251110,3,21.0,28.69,10.9,46.48,34.11,42.95,-8.84,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-17 00:00:00,20251117,3,24.0,28.85,11.06,46.64,34.3,42.95,-8.65,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-11-24 00:00:00,20251124,3,24.0,29.02,11.23,46.81,34.5,42.95,-8.45,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-01 00:00:00,20251201,3,28.0,29.2,11.42,46.99,34.72,42.95,-8.23,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-08 00:00:00,20251208,3,25.0,29.4,11.61,47.19,34.95,42.95,-8.0,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-15 00:00:00,20251215,3,28.0,29.6,11.81,47.39,35.2,42.95,-7.76,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-22 00:00:00,20251222,3,24.0,29.81,12.02,47.6,35.45,42.95,-7.51,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2025-12-29 00:00:00,20251229,3,21.0,30.02,12.24,47.81,35.7,42.95,-7.26,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-05 00:00:00,20260105,3,31.0,30.24,12.45,48.03,35.95,42.95,-7.01,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-12 00:00:00,20260112,3,26.0,30.44,12.65,48.23,36.2,42.95,-6.76,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-19 00:00:00,20260119,3,36.0,30.65,12.86,48.44,36.44,42.95,-6.52,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-01-26 00:00:00,20260126,3,40.0,30.84,13.05,48.63,36.67,42.95,-6.29,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-02 00:00:00,20260202,3,46.0,45.34,27.55,63.13,53.9,42.95,10.95,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-09 00:00:00,20260209,3,51.0,45.51,27.72,63.3,54.1,42.95,11.15,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-16 00:00:00,20260216,3,51.0,45.66,27.87,63.45,54.28,42.95,11.33,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-02-23 00:00:00,20260223,3,41.0,45.79,28.0,63.58,54.44,42.95,11.49,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-02 00:00:00,20260302,3,59.0,45.9,28.12,63.69,54.58,42.95,11.62,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-09 00:00:00,20260309,3,51.0,46.0,28.21,63.79,54.69,42.95,11.73,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-16 00:00:00,20260316,3,55.0,46.06,28.28,63.85,54.77,42.95,11.81,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-23 00:00:00,20260323,3,52.0,46.11,28.32,63.9,54.82,42.95,11.87,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-03-30 00:00:00,20260330,3,23.0,46.13,28.34,63.92,54.85,42.95,11.89,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-06 00:00:00,20260406,3,29.0,31.81,14.02,49.6,37.82,42.95,-5.13,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-13 00:00:00,20260413,3,40.0,31.78,13.99,49.57,37.79,42.95,-5.17,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-20 00:00:00,20260420,3,32.0,31.73,13.94,49.52,37.73,42.95,-5.23,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-04-27 00:00:00,20260427,3,22.0,31.66,13.87,49.45,37.64,42.95,-5.31,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-04 00:00:00,20260504,3,28.0,31.56,13.77,49.35,37.53,42.95,-5.43,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-11 00:00:00,20260511,3,34.0,31.45,13.66,49.24,37.39,42.95,-5.56,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-18 00:00:00,20260518,3,36.0,31.32,13.53,49.11,37.23,42.95,-5.72,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-05-25 00:00:00,20260525,3,22.0,31.17,13.38,48.96,37.06,42.95,-5.9,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-01 00:00:00,20260601,3,32.0,31.0,13.22,48.79,36.86,42.95,-6.09,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-08 00:00:00,20260608,3,25.0,30.83,13.04,48.62,36.66,42.95,-6.3,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-15 00:00:00,20260615,3,24.0,30.65,12.86,48.44,36.44,42.95,-6.51,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-22 00:00:00,20260622,3,23.0,30.46,12.67,48.25,36.22,42.95,-6.74,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-06-29 00:00:00,20260629,3,35.0,30.27,12.48,48.06,35.99,42.95,-6.96,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-06 00:00:00,20260706,3,40.0,44.4,26.61,62.19,52.79,42.95,9.83,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-13 00:00:00,20260713,3,54.0,44.21,26.42,62.0,52.56,42.95,9.61,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-20 00:00:00,20260720,3,47.0,44.03,26.24,61.82,52.35,42.95,9.39,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-07-27 00:00:00,20260727,3,38.0,43.86,26.07,61.64,52.14,42.95,9.19,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-03 00:00:00,20260803,3,44.0,43.69,25.9,61.48,51.95,42.95,8.99,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-10 00:00:00,20260810,3,42.0,43.55,25.76,61.33,51.77,42.95,8.82,Historical fit,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-17 00:00:00,20260817,3,,43.41,25.62,61.2,51.62,42.95,8.66,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-24 00:00:00,20260824,3,,43.3,25.51,61.09,51.48,42.95,8.53,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-08-31 00:00:00,20260831,3,,43.21,25.42,61.0,51.37,42.95,8.41,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-07 00:00:00,20260907,3,,28.81,11.03,46.6,34.26,42.95,-8.69,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-14 00:00:00,20260914,3,,28.77,10.98,46.55,34.2,42.95,-8.75,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-21 00:00:00,20260921,3,,28.74,10.95,46.53,34.17,42.95,-8.79,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-09-28 00:00:00,20260928,3,,28.74,10.95,46.53,34.17,42.95,-8.79,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-05 00:00:00,20261005,3,,28.76,10.97,46.55,34.19,42.95,-8.76,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-12 00:00:00,20261012,3,,28.8,11.02,46.59,34.25,42.95,-8.71,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-19 00:00:00,20261019,3,,28.87,11.08,46.66,34.33,42.95,-8.62,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-10-26 00:00:00,20261026,3,,28.97,11.18,46.76,34.44,42.95,-8.51,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
2026-11-02 00:00:00,20261102,3,,29.08,11.29,46.87,34.57,42.95,-8.38,Forecast,seasonal_linear_v1,2026-08-15 00:00:00,Synthetic demonstration data — not actual University of Sydney results
