interaction_id,case_id,interaction_datetime,channel_key,direction,requester_initiated,interaction_sequence,handle_minutes,synthetic_label
INT-0019347,CASE-009926,2025-07-08 09:52:01,4,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019348,CASE-009927,2025-03-06 12:50:00,4,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019349,CASE-009927,2025-03-12 02:31:15,3,Inbound,1,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019350,CASE-009928,2025-12-10 11:57:00,2,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019351,CASE-009928,2025-12-11 05:01:43,3,Inbound,1,2,5,Synthetic demonstration data — not actual University of Sydney results
INT-0019352,CASE-009928,2025-12-12 06:29:25,2,Outbound,0,3,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019353,CASE-009929,2025-11-12 17:03:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019354,CASE-009930,2025-01-21 17:26:00,5,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019355,CASE-009930,2025-01-22 00:22:23,1,Inbound,1,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019356,CASE-009931,2025-04-03 13:26:00,4,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019357,CASE-009932,2025-07-09 12:09:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019358,CASE-009932,2025-07-11 08:14:53,1,Inbound,1,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019359,CASE-009933,2025-09-17 11:02:00,4,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019360,CASE-009933,2025-09-18 19:17:34,3,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019361,CASE-009934,2025-02-17 19:02:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019362,CASE-009934,2025-02-21 09:53:21,2,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019363,CASE-009935,2026-01-29 17:58:00,1,Inbound,1,1,33,Synthetic demonstration data — not actual University of Sydney results
INT-0019364,CASE-009935,2026-01-30 23:37:31,1,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019365,CASE-009936,2025-08-31 10:07:00,4,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019366,CASE-009936,2025-09-03 23:56:40,4,Outbound,0,2,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019367,CASE-009937,2026-06-26 18:56:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019368,CASE-009937,2026-06-27 08:44:49,2,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019369,CASE-009938,2026-06-15 19:59:00,5,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019370,CASE-009938,2026-06-17 03:09:10,3,Inbound,1,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019371,CASE-009939,2025-03-24 20:21:00,3,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019372,CASE-009939,2025-03-25 23:33:06,2,Inbound,1,2,32,Synthetic demonstration data — not actual University of Sydney results
INT-0019373,CASE-009939,2025-03-26 02:42:06,3,Outbound,0,3,11,Synthetic demonstration data — not actual University of Sydney results
INT-0019374,CASE-009940,2025-05-14 11:18:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019375,CASE-009940,2025-05-14 16:20:44,3,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019376,CASE-009940,2025-05-14 20:25:51,1,Outbound,0,3,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019377,CASE-009941,2026-07-03 18:20:00,4,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0019378,CASE-009942,2024-11-29 14:36:00,4,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0019379,CASE-009942,2024-12-02 14:21:33,2,Inbound,1,2,11,Synthetic demonstration data — not actual University of Sydney results
INT-0019380,CASE-009943,2024-12-03 11:22:00,1,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019381,CASE-009944,2025-02-19 20:08:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019382,CASE-009945,2025-08-11 13:41:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019383,CASE-009946,2025-07-05 19:40:00,4,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019384,CASE-009946,2025-07-06 01:26:29,1,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019385,CASE-009946,2025-07-07 04:25:25,4,Outbound,0,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019386,CASE-009947,2024-10-15 14:25:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019387,CASE-009948,2024-09-17 14:51:00,5,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0019388,CASE-009948,2024-09-18 14:26:15,4,Inbound,1,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019389,CASE-009949,2025-05-07 14:00:00,2,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019390,CASE-009950,2025-12-29 10:47:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019391,CASE-009951,2025-07-03 11:32:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0019392,CASE-009951,2025-07-03 17:17:47,3,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019393,CASE-009952,2025-07-09 12:48:00,4,Inbound,1,1,34,Synthetic demonstration data — not actual University of Sydney results
INT-0019394,CASE-009952,2025-07-09 20:16:13,4,Inbound,1,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019395,CASE-009952,2025-07-10 15:28:12,4,Outbound,0,3,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019396,CASE-009953,2025-12-30 16:29:00,4,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019397,CASE-009954,2025-09-28 14:47:00,3,Inbound,1,1,33,Synthetic demonstration data — not actual University of Sydney results
INT-0019398,CASE-009954,2025-09-29 18:34:19,2,Outbound,0,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019399,CASE-009954,2025-09-29 20:49:25,1,Outbound,0,3,31,Synthetic demonstration data — not actual University of Sydney results
INT-0019400,CASE-009955,2025-08-18 20:32:00,3,Inbound,1,1,5,Synthetic demonstration data — not actual University of Sydney results
INT-0019401,CASE-009956,2025-02-02 13:45:00,5,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019402,CASE-009956,2025-02-02 23:08:02,1,Inbound,1,2,35,Synthetic demonstration data — not actual University of Sydney results
INT-0019403,CASE-009956,2025-02-03 00:38:05,1,Outbound,0,3,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019404,CASE-009957,2025-06-03 14:53:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019405,CASE-009957,2025-06-04 09:35:23,2,Inbound,1,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019406,CASE-009957,2025-06-04 16:16:43,1,Outbound,0,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019407,CASE-009958,2024-10-17 10:05:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019408,CASE-009958,2024-10-20 00:23:04,4,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019409,CASE-009959,2024-11-11 14:27:00,2,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019410,CASE-009960,2026-05-07 13:13:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019411,CASE-009961,2025-03-17 13:36:00,1,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019412,CASE-009961,2025-03-18 08:54:28,2,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019413,CASE-009961,2025-03-18 17:22:14,2,Outbound,0,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019414,CASE-009962,2026-06-05 08:49:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019415,CASE-009963,2025-04-11 18:36:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019416,CASE-009964,2025-05-29 10:07:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019417,CASE-009965,2026-02-04 13:27:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019418,CASE-009965,2026-02-05 04:11:47,3,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019419,CASE-009965,2026-02-05 19:25:03,3,Inbound,1,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019420,CASE-009966,2025-07-06 09:41:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019421,CASE-009966,2025-07-06 15:22:01,3,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019422,CASE-009966,2025-07-06 20:55:09,1,Inbound,1,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019423,CASE-009967,2026-03-03 14:00:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019424,CASE-009967,2026-03-06 01:33:49,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019425,CASE-009968,2024-12-26 11:08:00,4,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019426,CASE-009968,2024-12-27 15:15:46,2,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019427,CASE-009969,2024-12-25 13:20:00,2,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019428,CASE-009969,2024-12-26 02:40:16,2,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019429,CASE-009969,2024-12-26 10:45:10,1,Outbound,0,3,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019430,CASE-009970,2025-12-03 11:40:00,5,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019431,CASE-009971,2026-07-12 18:50:00,2,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019432,CASE-009971,2026-07-14 08:10:28,1,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019433,CASE-009972,2025-09-23 10:48:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019434,CASE-009973,2025-12-25 15:28:00,5,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019435,CASE-009974,2025-03-24 13:05:00,2,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019436,CASE-009974,2025-03-25 01:15:23,1,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019437,CASE-009974,2025-03-25 14:09:22,4,Outbound,0,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019438,CASE-009975,2024-12-17 11:16:00,2,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019439,CASE-009975,2024-12-18 10:10:41,2,Outbound,0,2,37,Synthetic demonstration data — not actual University of Sydney results
INT-0019440,CASE-009976,2025-03-05 09:25:00,1,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0019441,CASE-009976,2025-03-06 22:20:14,3,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019442,CASE-009977,2024-11-03 18:36:00,1,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019443,CASE-009978,2025-08-22 12:07:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019444,CASE-009978,2025-08-23 00:21:57,2,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019445,CASE-009979,2025-06-13 18:44:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019446,CASE-009979,2025-06-14 04:31:01,1,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019447,CASE-009979,2025-06-15 05:36:36,2,Outbound,0,3,31,Synthetic demonstration data — not actual University of Sydney results
INT-0019448,CASE-009980,2026-02-23 09:57:00,2,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019449,CASE-009981,2025-02-07 13:47:00,1,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019450,CASE-009981,2025-02-08 14:21:12,2,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019451,CASE-009982,2024-11-05 09:16:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019452,CASE-009982,2024-11-05 22:38:22,2,Inbound,1,2,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019453,CASE-009983,2025-08-20 16:37:00,5,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019454,CASE-009983,2025-08-21 08:58:16,4,Inbound,1,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019455,CASE-009984,2026-07-15 12:16:00,1,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0019456,CASE-009985,2025-07-05 17:23:00,3,Inbound,1,1,3,Synthetic demonstration data — not actual University of Sydney results
INT-0019457,CASE-009985,2025-07-05 22:55:55,1,Outbound,0,2,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019458,CASE-009985,2025-07-09 22:38:02,1,Outbound,0,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019459,CASE-009985,2025-07-10 08:10:38,2,Outbound,0,4,11,Synthetic demonstration data — not actual University of Sydney results
INT-0019460,CASE-009986,2025-08-27 17:57:00,2,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019461,CASE-009986,2025-08-27 23:46:36,2,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019462,CASE-009987,2025-03-29 13:50:00,1,Inbound,1,1,31,Synthetic demonstration data — not actual University of Sydney results
INT-0019463,CASE-009987,2025-03-30 07:35:43,1,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019464,CASE-009987,2025-04-05 19:26:31,1,Inbound,1,3,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019465,CASE-009988,2024-10-17 10:17:00,4,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019466,CASE-009988,2024-10-19 05:03:56,4,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019467,CASE-009988,2024-10-21 15:33:15,4,Inbound,1,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019468,CASE-009989,2025-08-29 18:16:00,4,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019469,CASE-009990,2025-07-10 20:49:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019470,CASE-009990,2025-07-11 18:01:42,1,Outbound,0,2,9,Synthetic demonstration data — not actual University of Sydney results
INT-0019471,CASE-009990,2025-07-12 12:00:20,1,Inbound,1,3,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019472,CASE-009991,2026-05-31 13:04:00,2,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019473,CASE-009992,2026-03-30 19:25:00,2,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019474,CASE-009992,2026-04-02 17:21:51,1,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019475,CASE-009993,2024-09-25 18:05:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019476,CASE-009993,2024-09-26 03:45:20,2,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019477,CASE-009994,2025-03-06 15:58:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019478,CASE-009994,2025-03-10 01:20:58,2,Inbound,1,2,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019479,CASE-009995,2026-03-06 12:23:00,4,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019480,CASE-009995,2026-03-09 05:28:34,2,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019481,CASE-009996,2025-08-01 17:33:00,4,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0019482,CASE-009996,2025-08-02 20:13:57,3,Inbound,1,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019483,CASE-009997,2024-10-14 10:03:00,2,Inbound,1,1,6,Synthetic demonstration data — not actual University of Sydney results
INT-0019484,CASE-009998,2025-12-23 19:27:00,2,Inbound,1,1,32,Synthetic demonstration data — not actual University of Sydney results
INT-0019485,CASE-009998,2025-12-25 23:39:25,4,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019486,CASE-009999,2025-05-21 12:46:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019487,CASE-010000,2024-10-29 12:01:00,2,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019488,CASE-010001,2024-11-05 16:27:00,4,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019489,CASE-010002,2025-10-12 08:12:00,2,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019490,CASE-010002,2025-10-12 23:35:13,4,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019491,CASE-010003,2026-02-03 10:43:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019492,CASE-010004,2026-03-03 16:50:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019493,CASE-010004,2026-03-03 22:08:29,1,Outbound,0,2,10,Synthetic demonstration data — not actual University of Sydney results
INT-0019494,CASE-010005,2025-03-28 11:34:00,2,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019495,CASE-010006,2025-09-15 17:39:00,2,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019496,CASE-010006,2025-09-16 13:07:35,1,Inbound,1,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019497,CASE-010006,2025-09-16 19:31:56,1,Inbound,1,3,32,Synthetic demonstration data — not actual University of Sydney results
INT-0019498,CASE-010006,2025-09-17 00:12:57,1,Inbound,1,4,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019499,CASE-010007,2026-02-07 19:57:00,2,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019500,CASE-010007,2026-02-08 07:16:14,3,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019501,CASE-010008,2025-05-01 12:24:00,2,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019502,CASE-010008,2025-05-01 20:38:45,2,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019503,CASE-010009,2025-03-27 12:00:00,1,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019504,CASE-010010,2025-07-16 15:26:00,3,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019505,CASE-010010,2025-07-18 12:09:33,3,Inbound,1,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019506,CASE-010011,2025-03-11 10:40:00,1,Inbound,1,1,6,Synthetic demonstration data — not actual University of Sydney results
INT-0019507,CASE-010012,2026-07-21 10:19:00,5,Inbound,1,1,6,Synthetic demonstration data — not actual University of Sydney results
INT-0019508,CASE-010012,2026-07-22 18:11:14,3,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019509,CASE-010012,2026-07-24 09:53:40,1,Outbound,0,3,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019510,CASE-010013,2026-02-12 15:25:00,3,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0019511,CASE-010013,2026-02-16 06:28:07,1,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019512,CASE-010014,2025-04-04 12:52:00,1,Inbound,1,1,32,Synthetic demonstration data — not actual University of Sydney results
INT-0019513,CASE-010015,2026-02-12 16:26:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019514,CASE-010015,2026-02-12 21:23:00,3,Outbound,0,2,32,Synthetic demonstration data — not actual University of Sydney results
INT-0019515,CASE-010016,2025-02-28 17:29:00,1,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0019516,CASE-010016,2025-02-28 23:17:56,2,Inbound,1,2,6,Synthetic demonstration data — not actual University of Sydney results
INT-0019517,CASE-010017,2025-10-01 17:07:00,3,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019518,CASE-010017,2025-10-02 01:01:47,1,Inbound,1,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019519,CASE-010018,2025-04-11 15:18:00,3,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019520,CASE-010018,2025-04-12 12:34:52,2,Inbound,1,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019521,CASE-010019,2025-09-06 13:54:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019522,CASE-010019,2025-09-06 22:44:43,1,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019523,CASE-010019,2025-09-07 01:26:14,2,Outbound,0,3,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019524,CASE-010019,2025-09-07 16:55:31,2,Outbound,0,4,11,Synthetic demonstration data — not actual University of Sydney results
INT-0019525,CASE-010020,2024-09-14 15:05:00,4,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019526,CASE-010021,2024-10-29 09:48:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019527,CASE-010022,2024-11-12 18:14:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019528,CASE-010022,2024-11-13 23:23:32,3,Inbound,1,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019529,CASE-010023,2025-10-21 11:28:00,4,Inbound,1,1,7,Synthetic demonstration data — not actual University of Sydney results
INT-0019530,CASE-010023,2025-10-22 15:51:38,2,Inbound,1,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019531,CASE-010024,2026-06-03 12:26:00,1,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0019532,CASE-010025,2025-01-20 13:04:00,3,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019533,CASE-010026,2025-02-19 09:17:00,3,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019534,CASE-010027,2024-11-06 15:39:00,3,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019535,CASE-010028,2026-08-15 11:51:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019536,CASE-010029,2026-03-19 08:27:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019537,CASE-010030,2026-07-24 14:51:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019538,CASE-010031,2026-03-15 18:24:00,5,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019539,CASE-010031,2026-03-16 15:14:40,1,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0019540,CASE-010031,2026-03-17 23:27:24,1,Outbound,0,3,18,Synthetic demonstration data — not actual University of Sydney results
INT-0019541,CASE-010032,2025-08-27 11:36:00,5,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019542,CASE-010032,2025-08-28 19:04:31,1,Inbound,1,2,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019543,CASE-010033,2026-03-10 14:44:00,4,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0019544,CASE-010034,2025-07-08 09:37:00,5,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019545,CASE-010035,2025-03-04 16:07:00,3,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019546,CASE-010035,2025-03-07 07:27:44,1,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019547,CASE-010035,2025-03-07 22:51:08,4,Outbound,0,3,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019548,CASE-010036,2025-12-26 12:49:00,4,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0019549,CASE-010037,2026-08-15 11:33:00,1,Inbound,1,1,10,Synthetic demonstration data — not actual University of Sydney results
INT-0019550,CASE-010037,2026-08-15 20:02:28,4,Inbound,1,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019551,CASE-010037,2026-08-15 20:24:10,4,Outbound,0,3,9,Synthetic demonstration data — not actual University of Sydney results
INT-0019552,CASE-010037,2026-08-16 10:41:21,4,Outbound,0,4,7,Synthetic demonstration data — not actual University of Sydney results
INT-0019553,CASE-010038,2024-09-11 18:11:00,2,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019554,CASE-010038,2024-09-12 04:16:53,2,Inbound,1,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019555,CASE-010039,2025-03-14 10:28:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0019556,CASE-010039,2025-03-15 20:59:09,3,Inbound,1,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0019557,CASE-010040,2026-06-30 09:55:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019558,CASE-010040,2026-06-30 19:19:11,4,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019559,CASE-010041,2025-05-20 15:46:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0019560,CASE-010041,2025-05-20 22:21:23,1,Inbound,1,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019561,CASE-010042,2026-05-29 12:50:00,2,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0019562,CASE-010042,2026-05-30 03:23:06,4,Inbound,1,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0019563,CASE-010042,2026-05-30 06:26:56,2,Outbound,0,3,21,Synthetic demonstration data — not actual University of Sydney results
INT-0019564,CASE-010043,2025-01-26 18:22:00,3,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0019565,CASE-010043,2025-01-27 06:58:03,3,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0019566,CASE-010043,2025-01-27 13:18:48,4,Outbound,0,3,25,Synthetic demonstration data — not actual University of Sydney results
INT-0019567,CASE-010044,2025-11-27 17:00:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0019568,CASE-010045,2024-12-30 13:02:00,2,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0019569,CASE-010046,2025-11-05 14:36:00,2,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0019570,CASE-010046,2025-11-06 16:36:37,1,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
