feedback_id,feedback_date,related_case_id,related_work_order_id,respondent_type,service_key,campus_key,cohort_key,feedback_type,csat_score,ces_score,feedback_theme,comment_text,response_valid,synthetic_label,feedback_date_key,csat_positive_flag
FDB-003294,2026-07-09 00:00:00,CASE-000884,,Student,2,1,4,Post-case survey,4,4,Ease of use,Synthetic feedback concerning ease of use for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260709,1
FDB-003295,2026-01-29 00:00:00,CASE-010378,,Student,2,1,1,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260129,0
FDB-003296,2025-04-01 00:00:00,CASE-017109,,Student,1,1,2,Post-case survey,2,3,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250401,0
FDB-003297,2026-03-23 00:00:00,CASE-016133,,Student,2,1,1,Post-case survey,4,2,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260323,1
FDB-003298,2025-02-21 00:00:00,CASE-003868,,Student,1,1,4,Post-case survey,3,3,Communication,Synthetic feedback concerning communication for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250221,0
FDB-003299,2026-02-17 00:00:00,CASE-012396,,Student,1,1,3,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260217,1
FDB-003300,2026-07-26 00:00:00,CASE-014645,,Student,3,1,4,Post-case survey,2,2,Outcome quality,Synthetic feedback concerning outcome quality for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260726,0
FDB-003301,2026-05-13 00:00:00,CASE-016935,,Student,1,1,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260513,0
FDB-003302,2024-12-08 00:00:00,CASE-017128,,Student,1,3,4,Post-case survey,2,3,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20241208,0
FDB-003303,2024-12-24 00:00:00,CASE-000132,,Student,1,1,3,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20241224,1
FDB-003304,2026-08-12 00:00:00,CASE-016420,,Professional Staff,2,3,7,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260812,0
FDB-003305,2024-11-11 00:00:00,CASE-016644,,Student,1,1,4,Post-case survey,2,4,Ease of use,Synthetic feedback concerning ease of use for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20241111,0
FDB-003306,2026-07-26 00:00:00,CASE-004751,,Student,1,1,3,Post-case survey,5,4,Communication,Synthetic feedback concerning communication for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260726,1
FDB-003307,2026-05-17 00:00:00,CASE-006252,,Student,1,1,3,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260517,1
FDB-003308,2026-02-20 00:00:00,CASE-003519,,Student,2,1,4,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260220,0
FDB-003309,2025-07-14 00:00:00,CASE-014244,,Student,2,1,1,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250714,0
FDB-003310,2024-09-07 00:00:00,CASE-008905,,Professional Staff,3,1,7,Post-case survey,3,2,Communication,Synthetic feedback concerning communication for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20240907,0
FDB-003311,2025-03-01 00:00:00,CASE-015940,,Student,3,3,4,Post-case survey,4,2,Ease of use,Synthetic feedback concerning ease of use for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250301,1
FDB-003312,2026-07-22 00:00:00,CASE-008373,,Student,1,1,1,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260722,1
FDB-003313,2026-04-10 00:00:00,CASE-000489,,Student,3,1,2,Post-case survey,5,5,Ownership,Synthetic feedback concerning ownership for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20260410,1
FDB-003314,2025-03-03 00:00:00,CASE-006769,,Student,1,2,2,Post-case survey,1,3,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250303,0
FDB-003315,2026-01-11 00:00:00,CASE-003108,,Academic Staff,2,1,6,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260111,1
FDB-003316,2025-07-12 00:00:00,CASE-016002,,Student,3,1,2,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250712,0
FDB-003317,2026-03-29 00:00:00,CASE-013410,,Student,1,1,3,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260329,1
FDB-003318,2026-05-03 00:00:00,CASE-015337,,Academic Staff,2,1,6,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260503,0
FDB-003319,2026-01-25 00:00:00,CASE-016032,,Student,2,3,3,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260125,1
FDB-003320,2026-06-18 00:00:00,CASE-007273,,Student,3,2,4,Post-case survey,3,2,Communication,Synthetic feedback concerning communication for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20260618,0
FDB-003321,2025-01-03 00:00:00,CASE-010935,,Student,1,1,2,Post-case survey,2,3,Ease of use,Synthetic feedback concerning ease of use for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250103,0
FDB-003322,2025-04-22 00:00:00,CASE-005543,,Student,2,1,1,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250422,0
FDB-003323,2025-09-13 00:00:00,CASE-012436,,Student,1,1,1,Post-case survey,5,3,Communication,Synthetic feedback concerning communication for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250913,1
FDB-003324,2026-04-25 00:00:00,CASE-015126,,Student,3,1,1,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260425,1
FDB-003325,2025-10-13 00:00:00,CASE-009427,,Student,3,1,4,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20251013,1
FDB-003326,2026-03-31 00:00:00,CASE-001116,,Student,1,2,5,Post-case survey,3,3,Outcome quality,Synthetic feedback concerning outcome quality for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260331,0
FDB-003327,2026-06-20 00:00:00,CASE-013350,,Student,2,2,3,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260620,0
FDB-003328,2025-09-04 00:00:00,CASE-005125,,Student,1,1,3,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250904,1
FDB-003329,2026-03-15 00:00:00,CASE-000558,,Student,1,1,3,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260315,1
FDB-003330,2025-07-11 00:00:00,CASE-003697,,Academic Staff,2,1,6,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250711,1
FDB-003331,2025-02-18 00:00:00,CASE-013906,,Student,1,2,1,Post-case survey,3,5,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250218,0
FDB-003332,2024-12-08 00:00:00,CASE-004831,,Student,2,1,4,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20241208,0
FDB-003333,2025-04-06 00:00:00,CASE-017550,,Student,1,1,4,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250406,1
FDB-003334,2025-07-23 00:00:00,CASE-004327,,Professional Staff,3,1,7,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250723,1
FDB-003335,2026-01-18 00:00:00,CASE-006507,,Student,3,1,5,Post-case survey,4,5,Ownership,Synthetic feedback concerning ownership for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260118,1
FDB-003336,2026-05-28 00:00:00,CASE-011100,,Professional Staff,3,1,7,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260528,0
FDB-003337,2025-09-27 00:00:00,CASE-016543,,Student,1,1,4,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250927,0
FDB-003338,2025-03-14 00:00:00,CASE-005735,,Student,1,1,1,Post-case survey,4,2,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250314,1
FDB-003339,2025-02-12 00:00:00,CASE-013185,,Academic Staff,2,1,6,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250212,0
FDB-003340,2026-04-07 00:00:00,CASE-011502,,Student,1,1,4,Post-case survey,2,2,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260407,0
FDB-003341,2026-02-08 00:00:00,CASE-013859,,Student,2,1,2,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260208,1
FDB-003342,2025-04-27 00:00:00,CASE-006114,,Professional Staff,2,1,7,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20250427,1
FDB-003343,2025-11-16 00:00:00,CASE-016940,,Student,1,1,1,Post-case survey,3,3,Outcome quality,Synthetic feedback concerning outcome quality for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20251116,0
FDB-003344,2026-03-23 00:00:00,CASE-000464,,Student,1,1,4,Post-case survey,3,4,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260323,0
FDB-003345,2026-07-23 00:00:00,CASE-012538,,Student,2,1,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260723,0
FDB-003346,2026-06-01 00:00:00,CASE-017639,,Student,1,1,3,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260601,1
FDB-003347,2024-11-12 00:00:00,CASE-003081,,Academic Staff,2,1,6,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20241112,1
FDB-003348,2026-03-10 00:00:00,CASE-001211,,Student,2,1,2,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260310,0
FDB-003349,2026-04-15 00:00:00,CASE-014388,,Student,1,1,1,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260415,1
FDB-003350,2024-10-25 00:00:00,CASE-007723,,Student,1,3,4,Post-case survey,2,2,Clarity,Synthetic feedback concerning clarity for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20241025,0
FDB-003351,2026-07-24 00:00:00,CASE-007666,,Student,1,1,4,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260724,0
FDB-003352,2025-02-12 00:00:00,CASE-009402,,Student,1,1,2,Post-case survey,2,4,Ownership,Synthetic feedback concerning ownership for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250212,0
FDB-003353,2024-11-24 00:00:00,CASE-010192,,Student,1,1,1,Post-case survey,5,3,Outcome quality,Synthetic feedback concerning outcome quality for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20241124,1
FDB-003354,2025-10-17 00:00:00,CASE-016136,,Student,3,1,1,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20251017,1
FDB-003355,2025-04-12 00:00:00,CASE-015473,,Student,3,1,1,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for cleanliness.,1,Synthetic demonstration data — not actual University of Sydney results,20250412,0
FDB-003356,2025-08-24 00:00:00,CASE-009080,,Student,1,1,5,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250824,1
FDB-003357,2026-05-16 00:00:00,CASE-001817,,Student,2,1,1,Post-case survey,3,2,Outcome quality,Synthetic feedback concerning outcome quality for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260516,0
FDB-003358,2026-06-09 00:00:00,CASE-003793,,Student,1,1,2,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260609,1
FDB-003359,2025-06-15 00:00:00,CASE-005800,,Student,1,1,4,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250615,1
FDB-003360,2026-08-09 00:00:00,CASE-011951,,Student,2,2,2,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260809,1
FDB-003361,2026-03-31 00:00:00,CASE-008525,,Student,2,2,1,Post-case survey,5,5,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260331,1
FDB-003362,2025-10-17 00:00:00,CASE-012648,,Student,1,2,1,Post-case survey,5,5,Communication,Synthetic feedback concerning communication for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20251017,1
FDB-003363,2026-02-07 00:00:00,CASE-012877,,Student,1,1,2,Post-case survey,2,2,Clarity,Synthetic feedback concerning clarity for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260207,0
FDB-003364,2026-01-01 00:00:00,CASE-002085,,Student,2,1,2,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260101,1
FDB-003365,2025-04-17 00:00:00,CASE-010403,,Student,1,1,1,Post-case survey,3,2,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250417,0
FDB-003366,2026-04-06 00:00:00,CASE-004810,,Student,1,1,3,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260406,1
FDB-003367,2026-03-06 00:00:00,CASE-012626,,Student,2,1,1,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260306,0
FDB-003368,2025-10-31 00:00:00,CASE-008765,,Student,2,1,5,Post-case survey,3,4,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20251031,0
FDB-003369,2025-11-25 00:00:00,CASE-005003,,Student,2,1,2,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20251125,1
FDB-003370,2025-11-15 00:00:00,CASE-006555,,Student,1,1,2,Post-case survey,5,3,Ease of use,Synthetic feedback concerning ease of use for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20251115,1
FDB-003371,2026-03-17 00:00:00,CASE-015805,,Academic Staff,3,1,6,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20260317,1
FDB-003372,2026-02-27 00:00:00,CASE-006085,,Student,1,1,4,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260227,0
FDB-003373,2025-07-22 00:00:00,CASE-007985,,Academic Staff,3,1,6,Post-case survey,4,2,Ease of use,Synthetic feedback concerning ease of use for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20250722,1
FDB-003374,2026-07-11 00:00:00,CASE-009627,,Professional Staff,2,1,7,Post-case survey,5,3,Communication,Synthetic feedback concerning communication for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260711,1
FDB-003375,2026-03-19 00:00:00,CASE-017779,,Student,1,1,1,Post-case survey,3,3,Outcome quality,Synthetic feedback concerning outcome quality for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260319,0
FDB-003376,2025-06-30 00:00:00,CASE-006005,,Student,1,1,1,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250630,0
FDB-003377,2026-02-21 00:00:00,CASE-007999,,Professional Staff,3,1,7,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260221,0
FDB-003378,2025-11-16 00:00:00,CASE-014563,,Student,1,1,2,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20251116,0
FDB-003379,2026-05-04 00:00:00,CASE-011326,,Student,1,1,1,Post-case survey,2,2,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260504,0
FDB-003380,2025-02-09 00:00:00,CASE-004384,,Professional Staff,2,1,7,Post-case survey,5,2,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250209,1
FDB-003381,2025-04-20 00:00:00,CASE-014785,,Student,1,1,2,Post-case survey,5,4,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250420,1
FDB-003382,2024-11-22 00:00:00,CASE-013949,,Student,2,1,1,Post-case survey,4,4,Ease of use,Synthetic feedback concerning ease of use for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20241122,1
FDB-003383,2025-08-02 00:00:00,CASE-004266,,Student,1,1,2,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250802,0
FDB-003384,2025-03-16 00:00:00,CASE-003511,,Student,1,2,4,Post-case survey,3,1,Communication,Synthetic feedback concerning communication for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250316,0
FDB-003385,2025-02-12 00:00:00,CASE-010510,,Student,1,1,1,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250212,1
FDB-003386,2024-12-04 00:00:00,CASE-009419,,Student,2,1,5,Post-case survey,5,3,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241204,1
FDB-003387,2025-09-03 00:00:00,CASE-006731,,Academic Staff,3,1,6,Post-case survey,5,4,Ease of use,Synthetic feedback concerning ease of use for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250903,1
FDB-003388,2026-02-17 00:00:00,CASE-001219,,Student,2,1,1,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260217,0
FDB-003389,2026-04-04 00:00:00,CASE-006804,,Professional Staff,2,1,7,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260404,1
FDB-003390,2024-11-27 00:00:00,CASE-003589,,Student,2,1,2,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241127,1
FDB-003391,2025-04-11 00:00:00,CASE-004986,,Student,1,2,5,Post-case survey,2,4,Ease of use,Synthetic feedback concerning ease of use for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250411,0
FDB-003392,2026-06-10 00:00:00,CASE-015880,,Student,2,1,5,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260610,0
FDB-003393,2025-05-26 00:00:00,CASE-003923,,Student,3,1,3,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20250526,0
FDB-003394,2025-06-23 00:00:00,CASE-008834,,Student,1,2,2,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250623,1
FDB-003395,2024-09-05 00:00:00,CASE-017335,,Student,3,3,4,Post-case survey,4,5,Communication,Synthetic feedback concerning communication for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20240905,1
FDB-003396,2024-12-14 00:00:00,CASE-009624,,Student,1,1,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20241214,0
FDB-003397,2026-03-13 00:00:00,CASE-012991,,Student,1,1,2,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260313,1
FDB-003398,2025-02-21 00:00:00,CASE-012761,,Academic Staff,2,1,6,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250221,1
FDB-003399,2026-07-02 00:00:00,CASE-001175,,Student,2,1,5,Post-case survey,3,3,Outcome quality,Synthetic feedback concerning outcome quality for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260702,0
FDB-003400,2024-11-02 00:00:00,CASE-006530,,Student,1,1,4,Post-case survey,3,3,Communication,Synthetic feedback concerning communication for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20241102,0
FDB-003401,2026-07-05 00:00:00,CASE-014360,,Student,1,1,3,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260705,0
FDB-003402,2026-08-10 00:00:00,CASE-013212,,Professional Staff,2,2,7,Post-case survey,3,3,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260810,0
FDB-003403,2025-12-26 00:00:00,CASE-005238,,Student,1,1,5,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20251226,0
FDB-003404,2026-06-06 00:00:00,CASE-006970,,Student,1,2,3,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260606,1
FDB-003405,2026-07-03 00:00:00,CASE-000617,,Student,1,2,1,Post-case survey,2,1,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260703,0
FDB-003406,2026-06-04 00:00:00,CASE-001745,,Student,2,1,4,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260604,0
FDB-003407,2025-07-09 00:00:00,CASE-015001,,Student,2,1,2,Post-case survey,4,4,Ease of use,Synthetic feedback concerning ease of use for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20250709,1
FDB-003408,2025-05-07 00:00:00,CASE-008542,,Student,1,1,4,Post-case survey,2,3,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250507,0
FDB-003409,2024-11-08 00:00:00,CASE-013317,,Professional Staff,2,2,7,Post-case survey,3,5,Clarity,Synthetic feedback concerning clarity for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20241108,0
FDB-003410,2025-08-29 00:00:00,CASE-005364,,Student,2,3,4,Post-case survey,4,4,Ease of use,Synthetic feedback concerning ease of use for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250829,1
FDB-003411,2024-12-13 00:00:00,CASE-005616,,Student,1,1,2,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20241213,1
FDB-003412,2025-12-23 00:00:00,CASE-012872,,Student,1,2,2,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20251223,0
FDB-003413,2024-12-21 00:00:00,CASE-000624,,Student,2,1,1,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20241221,1
FDB-003414,2025-03-20 00:00:00,CASE-007893,,Student,1,2,4,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250320,1
FDB-003415,2025-10-03 00:00:00,CASE-002587,,Student,3,1,1,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20251003,1
FDB-003416,2025-06-03 00:00:00,CASE-013813,,Professional Staff,2,3,7,Post-case survey,3,5,Ownership,Synthetic feedback concerning ownership for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20250603,0
FDB-003417,2025-05-31 00:00:00,CASE-016165,,Student,2,1,1,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250531,0
FDB-003418,2026-07-19 00:00:00,CASE-017198,,Student,2,1,4,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260719,0
FDB-003419,2026-06-27 00:00:00,CASE-002891,,Student,1,1,1,Post-case survey,4,2,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260627,1
FDB-003420,2025-03-01 00:00:00,CASE-002998,,Student,1,1,5,Post-case survey,2,4,Ownership,Synthetic feedback concerning ownership for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250301,0
FDB-003421,2025-08-07 00:00:00,CASE-003225,,Student,3,3,1,Post-case survey,5,4,Clarity,Synthetic feedback concerning clarity for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20250807,1
FDB-003422,2025-02-19 00:00:00,CASE-003491,,Professional Staff,3,1,7,Post-case survey,3,4,Ownership,Synthetic feedback concerning ownership for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250219,0
