date,date_key,service_key,self_service_sessions,successful_completions,abandonments,estimated_cases_deflected,completion_rate,synthetic_label
2025-05-16 00:00:00,20250516,2,147,92,55,44,0.6256,Synthetic demonstration data — not actual University of Sydney results
2025-05-17 00:00:00,20250517,1,117,71,46,34,0.6093,Synthetic demonstration data — not actual University of Sydney results
2025-05-17 00:00:00,20250517,2,91,55,36,23,0.6095,Synthetic demonstration data — not actual University of Sydney results
2025-05-18 00:00:00,20250518,1,114,69,45,41,0.6049,Synthetic demonstration data — not actual University of Sydney results
2025-05-18 00:00:00,20250518,2,89,55,34,29,0.6232,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,1,201,138,63,82,0.687,Synthetic demonstration data — not actual University of Sydney results
2025-05-19 00:00:00,20250519,2,135,63,72,27,0.4657,Synthetic demonstration data — not actual University of Sydney results
2025-05-20 00:00:00,20250520,1,171,114,57,47,0.6651,Synthetic demonstration data — not actual University of Sydney results
2025-05-20 00:00:00,20250520,2,122,67,55,25,0.5516,Synthetic demonstration data — not actual University of Sydney results
2025-05-21 00:00:00,20250521,1,123,76,47,29,0.6158,Synthetic demonstration data — not actual University of Sydney results
2025-05-21 00:00:00,20250521,2,108,59,49,27,0.5452,Synthetic demonstration data — not actual University of Sydney results
2025-05-22 00:00:00,20250522,1,186,134,52,69,0.7204,Synthetic demonstration data — not actual University of Sydney results
2025-05-22 00:00:00,20250522,2,111,71,40,33,0.6393,Synthetic demonstration data — not actual University of Sydney results
2025-05-23 00:00:00,20250523,1,132,88,44,35,0.6662,Synthetic demonstration data — not actual University of Sydney results
2025-05-23 00:00:00,20250523,2,119,71,48,40,0.5928,Synthetic demonstration data — not actual University of Sydney results
2025-05-24 00:00:00,20250524,1,124,79,45,33,0.6397,Synthetic demonstration data — not actual University of Sydney results
2025-05-24 00:00:00,20250524,2,95,64,31,38,0.6731,Synthetic demonstration data — not actual University of Sydney results
2025-05-25 00:00:00,20250525,1,120,80,40,34,0.6667,Synthetic demonstration data — not actual University of Sydney results
2025-05-25 00:00:00,20250525,2,108,60,48,28,0.5571,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,1,180,128,52,66,0.7084,Synthetic demonstration data — not actual University of Sydney results
2025-05-26 00:00:00,20250526,2,82,42,40,16,0.5135,Synthetic demonstration data — not actual University of Sydney results
2025-05-27 00:00:00,20250527,1,183,116,67,65,0.6322,Synthetic demonstration data — not actual University of Sydney results
2025-05-27 00:00:00,20250527,2,138,67,71,27,0.4835,Synthetic demonstration data — not actual University of Sydney results
2025-05-28 00:00:00,20250528,1,156,111,45,44,0.7102,Synthetic demonstration data — not actual University of Sydney results
2025-05-28 00:00:00,20250528,2,148,82,66,46,0.5521,Synthetic demonstration data — not actual University of Sydney results
2025-05-29 00:00:00,20250529,1,161,105,56,51,0.6504,Synthetic demonstration data — not actual University of Sydney results
2025-05-29 00:00:00,20250529,2,121,77,44,45,0.6376,Synthetic demonstration data — not actual University of Sydney results
2025-05-30 00:00:00,20250530,1,172,123,49,62,0.7154,Synthetic demonstration data — not actual University of Sydney results
2025-05-30 00:00:00,20250530,2,152,92,60,54,0.6046,Synthetic demonstration data — not actual University of Sydney results
2025-05-31 00:00:00,20250531,1,114,73,41,44,0.643,Synthetic demonstration data — not actual University of Sydney results
2025-05-31 00:00:00,20250531,2,87,55,32,32,0.6314,Synthetic demonstration data — not actual University of Sydney results
2025-06-01 00:00:00,20250601,1,73,44,29,20,0.609,Synthetic demonstration data — not actual University of Sydney results
2025-06-01 00:00:00,20250601,2,82,48,34,27,0.5849,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,1,111,68,43,37,0.6087,Synthetic demonstration data — not actual University of Sydney results
2025-06-02 00:00:00,20250602,2,106,62,44,33,0.5876,Synthetic demonstration data — not actual University of Sydney results
2025-06-03 00:00:00,20250603,1,166,103,63,49,0.6233,Synthetic demonstration data — not actual University of Sydney results
2025-06-03 00:00:00,20250603,2,176,93,83,41,0.5303,Synthetic demonstration data — not actual University of Sydney results
2025-06-04 00:00:00,20250604,1,101,74,27,41,0.7336,Synthetic demonstration data — not actual University of Sydney results
2025-06-04 00:00:00,20250604,2,114,66,48,38,0.5806,Synthetic demonstration data — not actual University of Sydney results
2025-06-05 00:00:00,20250605,1,169,107,62,53,0.6332,Synthetic demonstration data — not actual University of Sydney results
2025-06-05 00:00:00,20250605,2,82,47,35,21,0.5715,Synthetic demonstration data — not actual University of Sydney results
2025-06-06 00:00:00,20250606,1,118,78,40,46,0.6634,Synthetic demonstration data — not actual University of Sydney results
2025-06-06 00:00:00,20250606,2,128,75,53,40,0.5848,Synthetic demonstration data — not actual University of Sydney results
2025-06-07 00:00:00,20250607,1,130,80,50,47,0.6181,Synthetic demonstration data — not actual University of Sydney results
2025-06-07 00:00:00,20250607,2,114,67,47,30,0.5883,Synthetic demonstration data — not actual University of Sydney results
2025-06-08 00:00:00,20250608,1,96,61,35,32,0.6372,Synthetic demonstration data — not actual University of Sydney results
2025-06-08 00:00:00,20250608,2,111,59,52,27,0.5305,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,1,125,90,35,50,0.724,Synthetic demonstration data — not actual University of Sydney results
2025-06-09 00:00:00,20250609,2,105,65,40,27,0.6211,Synthetic demonstration data — not actual University of Sydney results
2025-06-10 00:00:00,20250610,1,156,108,48,62,0.6924,Synthetic demonstration data — not actual University of Sydney results
2025-06-10 00:00:00,20250610,2,93,53,40,20,0.567,Synthetic demonstration data — not actual University of Sydney results
2025-06-11 00:00:00,20250611,1,96,72,24,39,0.7458,Synthetic demonstration data — not actual University of Sydney results
2025-06-11 00:00:00,20250611,2,125,65,60,24,0.5201,Synthetic demonstration data — not actual University of Sydney results
2025-06-12 00:00:00,20250612,1,137,98,39,53,0.7167,Synthetic demonstration data — not actual University of Sydney results
2025-06-12 00:00:00,20250612,2,127,75,52,33,0.5935,Synthetic demonstration data — not actual University of Sydney results
2025-06-13 00:00:00,20250613,1,183,129,54,66,0.7065,Synthetic demonstration data — not actual University of Sydney results
2025-06-13 00:00:00,20250613,2,168,91,77,38,0.5445,Synthetic demonstration data — not actual University of Sydney results
2025-06-14 00:00:00,20250614,1,112,78,34,39,0.7002,Synthetic demonstration data — not actual University of Sydney results
2025-06-14 00:00:00,20250614,2,123,80,43,31,0.6521,Synthetic demonstration data — not actual University of Sydney results
2025-06-15 00:00:00,20250615,1,116,71,45,41,0.6135,Synthetic demonstration data — not actual University of Sydney results
2025-06-15 00:00:00,20250615,2,113,69,44,33,0.6114,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,1,149,100,49,54,0.671,Synthetic demonstration data — not actual University of Sydney results
2025-06-16 00:00:00,20250616,2,116,70,46,36,0.6026,Synthetic demonstration data — not actual University of Sydney results
2025-06-17 00:00:00,20250617,1,167,116,51,70,0.6974,Synthetic demonstration data — not actual University of Sydney results
2025-06-17 00:00:00,20250617,2,103,62,41,36,0.6031,Synthetic demonstration data — not actual University of Sydney results
2025-06-18 00:00:00,20250618,1,137,84,53,40,0.6125,Synthetic demonstration data — not actual University of Sydney results
2025-06-18 00:00:00,20250618,2,220,124,96,55,0.5642,Synthetic demonstration data — not actual University of Sydney results
2025-06-19 00:00:00,20250619,1,158,108,50,53,0.684,Synthetic demonstration data — not actual University of Sydney results
2025-06-19 00:00:00,20250619,2,132,65,67,29,0.4952,Synthetic demonstration data — not actual University of Sydney results
2025-06-20 00:00:00,20250620,1,169,105,64,57,0.6202,Synthetic demonstration data — not actual University of Sydney results
2025-06-20 00:00:00,20250620,2,148,81,67,35,0.5465,Synthetic demonstration data — not actual University of Sydney results
2025-06-21 00:00:00,20250621,1,131,79,52,32,0.6064,Synthetic demonstration data — not actual University of Sydney results
2025-06-21 00:00:00,20250621,2,61,33,28,18,0.5489,Synthetic demonstration data — not actual University of Sydney results
2025-06-22 00:00:00,20250622,1,104,73,31,34,0.6992,Synthetic demonstration data — not actual University of Sydney results
2025-06-22 00:00:00,20250622,2,73,39,34,15,0.5322,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,1,167,108,59,48,0.6444,Synthetic demonstration data — not actual University of Sydney results
2025-06-23 00:00:00,20250623,2,130,71,59,39,0.5473,Synthetic demonstration data — not actual University of Sydney results
2025-06-24 00:00:00,20250624,1,164,114,50,67,0.6929,Synthetic demonstration data — not actual University of Sydney results
2025-06-24 00:00:00,20250624,2,123,66,57,29,0.5364,Synthetic demonstration data — not actual University of Sydney results
2025-06-25 00:00:00,20250625,1,93,69,24,39,0.7425,Synthetic demonstration data — not actual University of Sydney results
2025-06-25 00:00:00,20250625,2,123,71,52,39,0.5779,Synthetic demonstration data — not actual University of Sydney results
2025-06-26 00:00:00,20250626,1,154,102,52,44,0.6635,Synthetic demonstration data — not actual University of Sydney results
2025-06-26 00:00:00,20250626,2,107,55,52,33,0.516,Synthetic demonstration data — not actual University of Sydney results
2025-06-27 00:00:00,20250627,1,131,92,39,53,0.7042,Synthetic demonstration data — not actual University of Sydney results
2025-06-27 00:00:00,20250627,2,131,76,55,45,0.5788,Synthetic demonstration data — not actual University of Sydney results
2025-06-28 00:00:00,20250628,1,116,86,30,45,0.7374,Synthetic demonstration data — not actual University of Sydney results
2025-06-28 00:00:00,20250628,2,134,67,67,32,0.4987,Synthetic demonstration data — not actual University of Sydney results
2025-06-29 00:00:00,20250629,1,114,63,51,28,0.5497,Synthetic demonstration data — not actual University of Sydney results
2025-06-29 00:00:00,20250629,2,88,46,42,20,0.5183,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,1,156,106,50,55,0.6775,Synthetic demonstration data — not actual University of Sydney results
2025-06-30 00:00:00,20250630,2,133,61,72,36,0.4575,Synthetic demonstration data — not actual University of Sydney results
2025-07-01 00:00:00,20250701,1,257,146,111,65,0.57,Synthetic demonstration data — not actual University of Sydney results
2025-07-01 00:00:00,20250701,2,151,81,70,37,0.537,Synthetic demonstration data — not actual University of Sydney results
2025-07-02 00:00:00,20250702,1,238,130,108,73,0.5482,Synthetic demonstration data — not actual University of Sydney results
2025-07-02 00:00:00,20250702,2,144,62,82,37,0.428,Synthetic demonstration data — not actual University of Sydney results
2025-07-03 00:00:00,20250703,1,191,97,94,51,0.5076,Synthetic demonstration data — not actual University of Sydney results
2025-07-03 00:00:00,20250703,2,208,120,88,54,0.5773,Synthetic demonstration data — not actual University of Sydney results
2025-07-04 00:00:00,20250704,1,236,116,120,50,0.4925,Synthetic demonstration data — not actual University of Sydney results
2025-07-04 00:00:00,20250704,2,94,45,49,21,0.4792,Synthetic demonstration data — not actual University of Sydney results
2025-07-05 00:00:00,20250705,1,148,88,60,48,0.5977,Synthetic demonstration data — not actual University of Sydney results
2025-07-05 00:00:00,20250705,2,116,63,53,36,0.5399,Synthetic demonstration data — not actual University of Sydney results
2025-07-06 00:00:00,20250706,1,120,73,47,39,0.6096,Synthetic demonstration data — not actual University of Sydney results
2025-07-06 00:00:00,20250706,2,103,53,50,21,0.5146,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,1,199,119,80,64,0.5964,Synthetic demonstration data — not actual University of Sydney results
2025-07-07 00:00:00,20250707,2,157,84,73,45,0.5329,Synthetic demonstration data — not actual University of Sydney results
2025-07-08 00:00:00,20250708,1,192,100,92,47,0.5233,Synthetic demonstration data — not actual University of Sydney results
2025-07-08 00:00:00,20250708,2,123,77,46,36,0.6255,Synthetic demonstration data — not actual University of Sydney results
2025-07-09 00:00:00,20250709,1,204,119,85,54,0.5854,Synthetic demonstration data — not actual University of Sydney results
2025-07-09 00:00:00,20250709,2,105,59,46,29,0.56,Synthetic demonstration data — not actual University of Sydney results
2025-07-10 00:00:00,20250710,1,140,80,60,32,0.5728,Synthetic demonstration data — not actual University of Sydney results
2025-07-10 00:00:00,20250710,2,165,78,87,37,0.4711,Synthetic demonstration data — not actual University of Sydney results
2025-07-11 00:00:00,20250711,1,205,101,104,46,0.4914,Synthetic demonstration data — not actual University of Sydney results
2025-07-11 00:00:00,20250711,2,160,85,75,52,0.529,Synthetic demonstration data — not actual University of Sydney results
2025-07-12 00:00:00,20250712,1,74,41,33,20,0.5565,Synthetic demonstration data — not actual University of Sydney results
2025-07-12 00:00:00,20250712,2,124,71,53,35,0.5687,Synthetic demonstration data — not actual University of Sydney results
2025-07-13 00:00:00,20250713,1,138,89,49,43,0.6441,Synthetic demonstration data — not actual University of Sydney results
2025-07-13 00:00:00,20250713,2,165,101,64,42,0.6123,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,1,197,102,95,44,0.5155,Synthetic demonstration data — not actual University of Sydney results
2025-07-14 00:00:00,20250714,2,154,93,61,46,0.6044,Synthetic demonstration data — not actual University of Sydney results
2025-07-15 00:00:00,20250715,1,167,85,82,49,0.5081,Synthetic demonstration data — not actual University of Sydney results
2025-07-15 00:00:00,20250715,2,186,115,71,49,0.6207,Synthetic demonstration data — not actual University of Sydney results
2025-07-16 00:00:00,20250716,1,153,78,75,39,0.5069,Synthetic demonstration data — not actual University of Sydney results
2025-07-16 00:00:00,20250716,2,153,87,66,52,0.5659,Synthetic demonstration data — not actual University of Sydney results
2025-07-17 00:00:00,20250717,1,172,102,70,61,0.5908,Synthetic demonstration data — not actual University of Sydney results
2025-07-17 00:00:00,20250717,2,148,77,71,46,0.5229,Synthetic demonstration data — not actual University of Sydney results
2025-07-18 00:00:00,20250718,1,200,100,100,51,0.5007,Synthetic demonstration data — not actual University of Sydney results
2025-07-18 00:00:00,20250718,2,151,86,65,35,0.5707,Synthetic demonstration data — not actual University of Sydney results
2025-07-19 00:00:00,20250719,1,159,91,68,46,0.5733,Synthetic demonstration data — not actual University of Sydney results
2025-07-19 00:00:00,20250719,2,115,64,51,39,0.5575,Synthetic demonstration data — not actual University of Sydney results
2025-07-20 00:00:00,20250720,1,146,86,60,53,0.5858,Synthetic demonstration data — not actual University of Sydney results
2025-07-20 00:00:00,20250720,2,121,72,49,31,0.5978,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,1,216,115,101,66,0.5319,Synthetic demonstration data — not actual University of Sydney results
2025-07-21 00:00:00,20250721,2,144,82,62,34,0.5722,Synthetic demonstration data — not actual University of Sydney results
2025-07-22 00:00:00,20250722,1,193,106,87,43,0.5506,Synthetic demonstration data — not actual University of Sydney results
2025-07-22 00:00:00,20250722,2,139,86,53,51,0.6216,Synthetic demonstration data — not actual University of Sydney results
2025-07-23 00:00:00,20250723,1,198,104,94,48,0.5256,Synthetic demonstration data — not actual University of Sydney results
2025-07-23 00:00:00,20250723,2,140,70,70,38,0.5023,Synthetic demonstration data — not actual University of Sydney results
2025-07-24 00:00:00,20250724,1,248,138,110,70,0.5577,Synthetic demonstration data — not actual University of Sydney results
2025-07-24 00:00:00,20250724,2,164,102,62,43,0.6212,Synthetic demonstration data — not actual University of Sydney results
2025-07-25 00:00:00,20250725,1,211,113,98,63,0.5369,Synthetic demonstration data — not actual University of Sydney results
2025-07-25 00:00:00,20250725,2,151,90,61,46,0.5969,Synthetic demonstration data — not actual University of Sydney results
2025-07-26 00:00:00,20250726,1,143,84,59,40,0.5871,Synthetic demonstration data — not actual University of Sydney results
2025-07-26 00:00:00,20250726,2,123,68,55,36,0.5539,Synthetic demonstration data — not actual University of Sydney results
2025-07-27 00:00:00,20250727,1,120,68,52,39,0.5646,Synthetic demonstration data — not actual University of Sydney results
2025-07-27 00:00:00,20250727,2,136,62,74,35,0.4558,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,1,220,132,88,59,0.5986,Synthetic demonstration data — not actual University of Sydney results
2025-07-28 00:00:00,20250728,2,181,113,68,55,0.6217,Synthetic demonstration data — not actual University of Sydney results
2025-07-29 00:00:00,20250729,1,188,99,89,55,0.5249,Synthetic demonstration data — not actual University of Sydney results
2025-07-29 00:00:00,20250729,2,89,50,39,27,0.5606,Synthetic demonstration data — not actual University of Sydney results
2025-07-30 00:00:00,20250730,1,240,145,95,62,0.6053,Synthetic demonstration data — not actual University of Sydney results
2025-07-30 00:00:00,20250730,2,145,87,58,50,0.6007,Synthetic demonstration data — not actual University of Sydney results
2025-07-31 00:00:00,20250731,1,195,120,75,52,0.6132,Synthetic demonstration data — not actual University of Sydney results
2025-07-31 00:00:00,20250731,2,122,69,53,34,0.5628,Synthetic demonstration data — not actual University of Sydney results
2025-08-01 00:00:00,20250801,1,167,96,71,55,0.5762,Synthetic demonstration data — not actual University of Sydney results
2025-08-01 00:00:00,20250801,2,131,69,62,26,0.5253,Synthetic demonstration data — not actual University of Sydney results
2025-08-02 00:00:00,20250802,1,152,88,64,34,0.5761,Synthetic demonstration data — not actual University of Sydney results
2025-08-02 00:00:00,20250802,2,114,65,49,37,0.5659,Synthetic demonstration data — not actual University of Sydney results
2025-08-03 00:00:00,20250803,1,96,57,39,31,0.5893,Synthetic demonstration data — not actual University of Sydney results
2025-08-03 00:00:00,20250803,2,92,51,41,22,0.5598,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,1,217,127,90,63,0.5851,Synthetic demonstration data — not actual University of Sydney results
2025-08-04 00:00:00,20250804,2,120,65,55,28,0.5453,Synthetic demonstration data — not actual University of Sydney results
2025-08-05 00:00:00,20250805,1,202,111,91,61,0.5483,Synthetic demonstration data — not actual University of Sydney results
2025-08-05 00:00:00,20250805,2,210,110,100,66,0.5216,Synthetic demonstration data — not actual University of Sydney results
2025-08-06 00:00:00,20250806,1,209,110,99,64,0.5252,Synthetic demonstration data — not actual University of Sydney results
2025-08-06 00:00:00,20250806,2,127,71,56,43,0.5629,Synthetic demonstration data — not actual University of Sydney results
2025-08-07 00:00:00,20250807,1,195,115,80,63,0.5879,Synthetic demonstration data — not actual University of Sydney results
2025-08-07 00:00:00,20250807,2,144,87,57,52,0.6075,Synthetic demonstration data — not actual University of Sydney results
2025-08-08 00:00:00,20250808,1,220,125,95,52,0.5702,Synthetic demonstration data — not actual University of Sydney results
2025-08-08 00:00:00,20250808,2,193,106,87,65,0.5502,Synthetic demonstration data — not actual University of Sydney results
2025-08-09 00:00:00,20250809,1,115,64,51,34,0.5599,Synthetic demonstration data — not actual University of Sydney results
2025-08-09 00:00:00,20250809,2,107,69,38,38,0.6433,Synthetic demonstration data — not actual University of Sydney results
2025-08-10 00:00:00,20250810,1,89,55,34,33,0.621,Synthetic demonstration data — not actual University of Sydney results
2025-08-10 00:00:00,20250810,2,116,68,48,30,0.5879,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,1,204,126,78,71,0.6199,Synthetic demonstration data — not actual University of Sydney results
2025-08-11 00:00:00,20250811,2,183,108,75,52,0.5875,Synthetic demonstration data — not actual University of Sydney results
2025-08-12 00:00:00,20250812,1,172,108,64,45,0.6252,Synthetic demonstration data — not actual University of Sydney results
2025-08-12 00:00:00,20250812,2,155,86,69,47,0.557,Synthetic demonstration data — not actual University of Sydney results
2025-08-13 00:00:00,20250813,1,155,84,71,40,0.5428,Synthetic demonstration data — not actual University of Sydney results
2025-08-13 00:00:00,20250813,2,192,118,74,60,0.614,Synthetic demonstration data — not actual University of Sydney results
2025-08-14 00:00:00,20250814,1,187,106,81,61,0.5646,Synthetic demonstration data — not actual University of Sydney results
2025-08-14 00:00:00,20250814,2,132,71,61,34,0.5399,Synthetic demonstration data — not actual University of Sydney results
2025-08-15 00:00:00,20250815,1,232,141,91,60,0.6062,Synthetic demonstration data — not actual University of Sydney results
2025-08-15 00:00:00,20250815,2,125,79,46,38,0.6346,Synthetic demonstration data — not actual University of Sydney results
2025-08-16 00:00:00,20250816,1,114,60,54,37,0.5269,Synthetic demonstration data — not actual University of Sydney results
2025-08-16 00:00:00,20250816,2,87,40,47,21,0.4598,Synthetic demonstration data — not actual University of Sydney results
2025-08-17 00:00:00,20250817,1,125,66,59,34,0.5277,Synthetic demonstration data — not actual University of Sydney results
2025-08-17 00:00:00,20250817,2,135,72,63,34,0.537,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,1,186,93,93,53,0.5026,Synthetic demonstration data — not actual University of Sydney results
2025-08-18 00:00:00,20250818,2,183,110,73,57,0.6037,Synthetic demonstration data — not actual University of Sydney results
2025-08-19 00:00:00,20250819,1,116,67,49,29,0.5795,Synthetic demonstration data — not actual University of Sydney results
2025-08-19 00:00:00,20250819,2,153,93,60,52,0.6098,Synthetic demonstration data — not actual University of Sydney results
2025-08-20 00:00:00,20250820,1,181,99,82,50,0.5491,Synthetic demonstration data — not actual University of Sydney results
2025-08-20 00:00:00,20250820,2,128,59,69,24,0.4571,Synthetic demonstration data — not actual University of Sydney results
2025-08-21 00:00:00,20250821,1,208,128,80,74,0.6139,Synthetic demonstration data — not actual University of Sydney results
2025-08-21 00:00:00,20250821,2,163,85,78,43,0.519,Synthetic demonstration data — not actual University of Sydney results
2025-08-22 00:00:00,20250822,1,150,96,54,45,0.643,Synthetic demonstration data — not actual University of Sydney results
2025-08-22 00:00:00,20250822,2,202,109,93,61,0.5392,Synthetic demonstration data — not actual University of Sydney results
2025-08-23 00:00:00,20250823,1,141,75,66,29,0.5324,Synthetic demonstration data — not actual University of Sydney results
2025-08-23 00:00:00,20250823,2,94,54,40,26,0.5702,Synthetic demonstration data — not actual University of Sydney results
2025-08-24 00:00:00,20250824,1,142,77,65,31,0.5423,Synthetic demonstration data — not actual University of Sydney results
2025-08-24 00:00:00,20250824,2,105,54,51,26,0.5149,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,1,136,78,58,36,0.5722,Synthetic demonstration data — not actual University of Sydney results
2025-08-25 00:00:00,20250825,2,169,87,82,34,0.5155,Synthetic demonstration data — not actual University of Sydney results
2025-08-26 00:00:00,20250826,1,206,105,101,57,0.5075,Synthetic demonstration data — not actual University of Sydney results
2025-08-26 00:00:00,20250826,2,139,88,51,48,0.6318,Synthetic demonstration data — not actual University of Sydney results
2025-08-27 00:00:00,20250827,1,195,120,75,57,0.6144,Synthetic demonstration data — not actual University of Sydney results
2025-08-27 00:00:00,20250827,2,156,90,66,55,0.5766,Synthetic demonstration data — not actual University of Sydney results
2025-08-28 00:00:00,20250828,1,200,113,87,61,0.5639,Synthetic demonstration data — not actual University of Sydney results
2025-08-28 00:00:00,20250828,2,170,97,73,46,0.5698,Synthetic demonstration data — not actual University of Sydney results
2025-08-29 00:00:00,20250829,1,203,122,81,46,0.5987,Synthetic demonstration data — not actual University of Sydney results
2025-08-29 00:00:00,20250829,2,169,84,85,35,0.4962,Synthetic demonstration data — not actual University of Sydney results
2025-08-30 00:00:00,20250830,1,154,94,60,42,0.6117,Synthetic demonstration data — not actual University of Sydney results
2025-08-30 00:00:00,20250830,2,104,55,49,24,0.526,Synthetic demonstration data — not actual University of Sydney results
2025-08-31 00:00:00,20250831,1,138,70,68,40,0.508,Synthetic demonstration data — not actual University of Sydney results
2025-08-31 00:00:00,20250831,2,102,53,49,31,0.5147,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,1,152,101,51,41,0.6617,Synthetic demonstration data — not actual University of Sydney results
2025-09-01 00:00:00,20250901,2,124,74,50,35,0.5983,Synthetic demonstration data — not actual University of Sydney results
2025-09-02 00:00:00,20250902,1,115,79,36,35,0.6832,Synthetic demonstration data — not actual University of Sydney results
2025-09-02 00:00:00,20250902,2,106,65,41,34,0.6094,Synthetic demonstration data — not actual University of Sydney results
2025-09-03 00:00:00,20250903,1,132,91,41,35,0.6861,Synthetic demonstration data — not actual University of Sydney results
2025-09-03 00:00:00,20250903,2,87,50,37,27,0.5707,Synthetic demonstration data — not actual University of Sydney results
2025-09-04 00:00:00,20250904,1,165,110,55,53,0.6687,Synthetic demonstration data — not actual University of Sydney results
2025-09-04 00:00:00,20250904,2,134,82,52,31,0.6085,Synthetic demonstration data — not actual University of Sydney results
2025-09-05 00:00:00,20250905,1,158,106,52,44,0.6679,Synthetic demonstration data — not actual University of Sydney results
2025-09-05 00:00:00,20250905,2,130,69,61,27,0.5322,Synthetic demonstration data — not actual University of Sydney results
2025-09-06 00:00:00,20250906,1,90,57,33,22,0.6375,Synthetic demonstration data — not actual University of Sydney results
2025-09-06 00:00:00,20250906,2,136,79,57,33,0.5775,Synthetic demonstration data — not actual University of Sydney results
2025-09-07 00:00:00,20250907,1,101,70,31,34,0.6917,Synthetic demonstration data — not actual University of Sydney results
2025-09-07 00:00:00,20250907,2,95,48,47,23,0.5016,Synthetic demonstration data — not actual University of Sydney results
2025-09-08 00:00:00,20250908,1,170,122,48,63,0.7192,Synthetic demonstration data — not actual University of Sydney results
2025-09-08 00:00:00,20250908,2,133,69,64,35,0.5211,Synthetic demonstration data — not actual University of Sydney results
2025-09-09 00:00:00,20250909,1,96,67,29,31,0.6966,Synthetic demonstration data — not actual University of Sydney results
2025-09-09 00:00:00,20250909,2,136,71,65,39,0.5199,Synthetic demonstration data — not actual University of Sydney results
2025-09-10 00:00:00,20250910,1,123,81,42,49,0.6583,Synthetic demonstration data — not actual University of Sydney results
2025-09-10 00:00:00,20250910,2,90,47,43,21,0.521,Synthetic demonstration data — not actual University of Sydney results
2025-09-11 00:00:00,20250911,1,200,128,72,50,0.6394,Synthetic demonstration data — not actual University of Sydney results
2025-09-11 00:00:00,20250911,2,154,89,65,52,0.5788,Synthetic demonstration data — not actual University of Sydney results
2025-09-12 00:00:00,20250912,1,182,128,54,70,0.7027,Synthetic demonstration data — not actual University of Sydney results
2025-09-12 00:00:00,20250912,2,81,43,38,20,0.5316,Synthetic demonstration data — not actual University of Sydney results
2025-09-13 00:00:00,20250913,1,113,81,32,32,0.7196,Synthetic demonstration data — not actual University of Sydney results
2025-09-13 00:00:00,20250913,2,97,51,46,28,0.5226,Synthetic demonstration data — not actual University of Sydney results
2025-09-14 00:00:00,20250914,1,78,55,23,23,0.6989,Synthetic demonstration data — not actual University of Sydney results
2025-09-14 00:00:00,20250914,2,112,63,49,32,0.5665,Synthetic demonstration data — not actual University of Sydney results
2025-09-15 00:00:00,20250915,1,178,116,62,59,0.6511,Synthetic demonstration data — not actual University of Sydney results
2025-09-15 00:00:00,20250915,2,117,59,58,27,0.5063,Synthetic demonstration data — not actual University of Sydney results
2025-09-16 00:00:00,20250916,1,145,106,39,56,0.7307,Synthetic demonstration data — not actual University of Sydney results
2025-09-16 00:00:00,20250916,2,149,84,65,42,0.5611,Synthetic demonstration data — not actual University of Sydney results
2025-09-17 00:00:00,20250917,1,133,94,39,43,0.7038,Synthetic demonstration data — not actual University of Sydney results
2025-09-17 00:00:00,20250917,2,150,71,79,41,0.4758,Synthetic demonstration data — not actual University of Sydney results
2025-09-18 00:00:00,20250918,1,133,93,40,43,0.7018,Synthetic demonstration data — not actual University of Sydney results
2025-09-18 00:00:00,20250918,2,106,60,46,31,0.5626,Synthetic demonstration data — not actual University of Sydney results
2025-09-19 00:00:00,20250919,1,116,70,46,27,0.6001,Synthetic demonstration data — not actual University of Sydney results
2025-09-19 00:00:00,20250919,2,127,75,52,30,0.5911,Synthetic demonstration data — not actual University of Sydney results
2025-09-20 00:00:00,20250920,1,96,61,35,27,0.6384,Synthetic demonstration data — not actual University of Sydney results
2025-09-20 00:00:00,20250920,2,104,55,49,31,0.525,Synthetic demonstration data — not actual University of Sydney results
2025-09-21 00:00:00,20250921,1,94,61,33,26,0.644,Synthetic demonstration data — not actual University of Sydney results
2025-09-21 00:00:00,20250921,2,106,59,47,28,0.5586,Synthetic demonstration data — not actual University of Sydney results
2025-09-22 00:00:00,20250922,1,144,102,42,39,0.7108,Synthetic demonstration data — not actual University of Sydney results
